id,aspect,opinion,sentiment,category
107,-,-,-,unknown
107,-,-,-,unknown
108,Mercedes S class coupe A8,super stylish,pos,general-information
108,car,luxurious,pos,general-information
108,car,extremely comfortable,pos,general-information
108,rail,new,neu,general-information
108,tail light color,new,neu,general-information
108,design,well,pos,general-information
108,engine,new,neu,general-information
108,steering wheel,new,neu,general-information
108,car,raw,pos,cost
108,car,expensive,pos,cost
108,steering wheel,new,neu,interior-features
108,steering wheel,lovely to hold,pos,interior-features
108,functions,usual,neu,user-experience
108,windscreen map,nice,pos,user-experience
108,windscreen map,big,pos,user-experience
108,shortcut buttons,easy,pos,user-experience
108,system,very very good,pos,user-experience
108,system,not quite as good as BMW,neg,user-experience
108,seats,massage,pos,user-experience
108,equipment,very good,pos,comfort
108,seats,massage,pos,comfort
108,seating,nice,pos,comfort
108,car,nice,pos,exterior-features
108,air blower,little,neu,comfort
108,air blower,like,pos,comfort
108,air blower,great in winter,pos,comfort
108,seats,heated,pos,comfort
108,seats,ventilated,pos,comfort
108,seats,very warm,pos,comfort
108,seats,fully electric,pos,comfort
108,headrest,lower and raise electrically,neu,comfort
108,steering column,electric,neu,comfort
108,sound system,grade three,neu,interior-features
108,leather,fine,pos,quality-aesthetic
108,standard system,easily good enough,pos,interior-features
108,seats,lovely,pos,cost
108,overall look,like,pos,quality-aesthetic
108,car,wave of loveliness,pos,quality-aesthetic
108,general quality,good,pos,quality-aesthetic
108,events,bossed,pos,quality-aesthetic
108,climate control buttons,even nicer,pos,quality-aesthetic
108,button,metallic feeling,neu,quality-aesthetic
108,window switches,lovely,pos,quality-aesthetic
108,few pieces of plastic,cheap,neg,quality-aesthetic
108,door handle inserts,really cheap,neg,quality-aesthetic
108,release button for center console,really cheap,neg,quality-aesthetic
108,release button for center console,nasty plastic,neg,quality-aesthetic
108,crystal,fake,neg,quality-aesthetic
108,crystal,bitter,neg,quality-aesthetic
108,storage,better,pos,interior-features
108,area,little,neg,interior-features
108,keys,heavy,neu,interior-features
108,compartment,little,neu,interior-features
108,cup holders,deep,pos,interior-features
108,cup holders,good,pos,interior-features
108,door bins,huge,pos,interior-features
108,storage area,big,pos,interior-features
108,glove box,pretty,pos,interior-features
108,front practicality,impressive,pos,interior-features
108,doors,open wide,pos,exterior-features
108,doors,frameless,pos,exterior-features
108,doors,look cool,pos,exterior-features
108,doors,soft close,pos,exterior-features
108,seats,move electrically,pos,exterior-features
108,doors,close easily,pos,exterior-features
108,back seat,all right,neu,comfort
108,headroom,okay,neu,comfort
108,backseat,a bit cramped,neg,comfort
108,space,little bit cramped,neg,comfort
108,back seat,a bit tiring over longer,neg,comfort
108,folds in back seat,airplane style,pos,interior-features
108,folds in back seat,posh,pos,interior-features
108,storage area,little,neu,interior-features
108,storage area,looks like a face,neu,interior-features
108,arm rest,nice,pos,interior-features
108,backseat,nice,pos,interior-features
108,no control for rear window,annoyed,neg,interior-features
108,back seats,heated,pos,interior-features
108,roofline,sloping,neu,comfort
108,boot capacity,25% less in the S Class saloon,neg,exterior-features
108,boot capacity,same as an A class,neu,exterior-features
108,boot capacity,bit bigger than a Bentley Continental GT,pos,exterior-features
108,boot,decent enough,pos,exterior-features
108,boot opening,quite wide,pos,exterior-features
108,boot features,practical,pos,exterior-features
108,hooks,bit flimsy,neg,exterior-features
108,hooks,tough,pos,exterior-features
108,storage,more,neu,exterior-features
108,storage cover,posh,pos,quality-aesthetic
108,storage cover,inexpensive,neu,quality-aesthetic
108,-,-,-,unknown
108,-,-,-,unknown
108,-,-,-,unknown
108,optional led 19 system,very good,pos,exterior-features
108,crystal,Swarovski,neu,exterior-features
108,crystal,cool,neu,exterior-features
108,seatbelt butler,little,neu,interior-features
108,steering,little bit offset to the left,neg,handling
108,well being spoiled recreation thing,weird,neg,interior-features
108,doors,big,neu,exterior-features
108,doors,heavy,neu,exterior-features
108,doors open,careful,neu,exterior-features
108,cool features,plenty,neu,general-information
108,vision,never impaired,pos,exterior-features
108,cornering,stable,pos,handling
108,cornering,a bit like motorbike,pos,handling
108,air suspension,glides over bumps,pos,handling
108,-,-,-,unknown
108,detail lights,little dance,pos,exterior-features
108,Driver assistant Pack,one of the very best,pos,safety
108,-,-,-,unknown
108,car,big,pos,handling
108,drive in narrow streets,not quite intimidating,neu,handling
108,view forward,good,pos,handling
108,view,quite easy to judge,pos,safety
108,corners,easy to judge,pos,safety
108,rear window,quite wide,pos,safety
108,steering,very very light,pos,handling
108,steering lock,full,neu,handling
108,going reverse,safer,pos,handling
108,steering column,great,pos,handling
108,drive,easy,pos,handling
108,drive,effortless,pos,handling
108,drive,nice,pos,handling
108,suspension,brilliant,pos,handling
108,suspension,like flying,pos,handling
108,turbulence,gives a jolt,neg,handling
108,magic body control,removes turbulence,pos,handling
108,gearbox,really smooth,pos,handling
108,gearbox,relaxing,pos,handling
108,gearbox,hardly feel it changing,pos,handling
108,gearbox,pretty quickly,pos,handling
108,engine,blooming good,pos,performance
108,engine,super fast,pos,performance
108,engine,smooth,pos,performance
108,sports mode,little bit fruity,pos,performance
108,sports mode,makes more noise,neg,performance
108,-,-,-,unknown
108,car,beautiful,pos,general-information
108,car,lovely,pos,general-information
108,car,fabulous,pos,general-information
109,SUV,premium,pos,general-information
109,SUV,fashion statement,pos,general-information
109,design,more Victoria Beckham,neu,quality-aesthetic
109,-,-,-,unknown
109,-,-,-,unknown
109,-,-,-,unknown
109,cars,practical,pos,general-information
109,badges,premium,pos,general-information
109,height,lawfully right,pos,general-information
109,Mercedes,best,pos,general-information
109,height,lawfully right,pos,general-information
109,Mercedes,aristocratic air,pos,general-information
109,extra bits of trim,icing,pos,quality-aesthetic
109,design,dated,neg,quality-aesthetic
109,design,tad bit dull,neg,quality-aesthetic
109,design,regal1,pos,quality-aesthetic
109,design,stylish,pos,quality-aesthetic
109,events,large,neu,quality-aesthetic
109,wheels,big,neu,quality-aesthetic
109,build quality,stronger,pos,user-experience
109,entertainment system,slickest,pos,user-experience
109,entertainment system,most user friendly,pos,user-experience
109,menu,clear,pos,user-experience
109,menu,logical,pos,user-experience
109,swivel controller,effortless,pos,user-experience
109,touch screen,little bit slow,neg,user-experience
109,system,harder to operate when driving,neg,user-experience
109,cabin,effortlessly simplistic,pos,user-experience
109,cabin,easy to use,pos,user-experience
109,quality,little more superficial,neg,quality-aesthetic
109,drive position,cannot fault,pos,quality-aesthetic
109,car,sports,pos,quality-aesthetic
109,Mercedes,different league,pos,quality-aesthetic
109,Mercedes,combine both style and substance,pos,quality-aesthetic
109,Mercedes,human from granite,neu,quality-aesthetic
109,navigating menus,more difficult in BMW,neg,user-experience
109,touch,boiled,neu,user-experience
109,tech,does not win,neg,user-experience
109,practicality,top,pos,interior-features
109,storage,plaintiff,pos,interior-features
109,doors,can fit two litre bottles in all four,pos,interior-features
109,rear seats,best,pos,comfort
109,room,loads of,pos,comfort
109,carrying three,wide enough,pos,comfort
109,back,moderate comfort,pos,comfort
109,boot,pretty big,pos,exterior-features
109,floor,lockable,pos,exterior-features
109,features,nice,pos,exterior-features
109,parcel shelf,has room to store,pos,exterior-features
109,seats,three way folding with electric releases,pos,exterior-features
109,high load floor,annoying,neg,exterior-features
109,boot capacity,on par with Mercedes,pos,exterior-features
109,boot shape,can squeeze a little bit more,pos,exterior-features
109,could be space,good,pos,interior-features
109,fitting a child seat,not quite as easy,neg,comfort
109,fitting a child seat,anchors hidden on the rear,neg,comfort
109,backseats,very spacious,pos,comfort
109,shoulder room,tad less,neg,comfort
109,back,lot smaller,neg,comfort
109,foot walls,awkward shape,neg,comfort
109,foot walls,constantly adjusting your feet,neg,comfort
109,body,narrow,neg,comfort
109,three in the back,really squeeze,neg,comfort
109,knee room,struggle,neg,comfort
109,child seat,not as easy,neg,comfort
109,door opening,small,neg,comfort
109,car storage,less painful,neg,comfort
109,boot space,bigger problem,neg,exterior-features
109,vehicle,slightly smaller,neg,general-information
109,Land rover Discovery sport,right space,neu,general-information
109,BMW,fastest automated tailgate,pos,exterior-features
109,offroad driving,first,neu,handling
109,offroad driving,second,neu,handling
109,engine,lowest powered version,neg,performance
109,engine,quick enough,pos,performance
109,engine,economical,pos,performance
109,engine,least dynamically sophisticated,neg,performance
109,engine,most fun,pos,handling
109,steers,so fast,pos,handling
109,steers,flighty,pos,handling
109,gear shift,quite refreshing,pos,handling
109,feel,connected to the road,pos,handling
109,drive,more involving,pos,handling
109,X3,corners faster,pos,handling
109,rear visibility,awful,neg,safety
109,noise,quite a lot of wind,pos,comfort
109,door mirrors,big,pos,comfort
109,BMW,not the quietest,neg,comfort
109,racket,tires make,neg,comfort
109,smaller bumps,fidgets,neu,handling
109,bigger bumps,convulses,neu,handling
109,suspension,firm,neu,handling
109,handles,as well as it can,pos,handling
109,handles,fine,pos,handling
109,handles,super smooth,pos,handling
109,rough roads,not so good,neg,handling
109,car,pretty good,pos,performance
109,engine,ballistic fast,pos,performance
109,acceleration,makes racket,neg,performance
109,economy,not gonna be very good,neg,performance
109,two litre diesel,cheaper,pos,performance
109,two litre diesel,slightly more economical,pos,performance
109,automatic gearbox,brilliant,pos,performance
109,car,little bit bland,neg,handling
109,steering,little bit bland,neg,handling
109,brakes,little bit bland,neg,handling
109,feel,not feel anything,neg,handling
109,corner handling,goes around the corner well,pos,handling
109,driving sensation,detach,neu,handling
109,driving sensation,numbness,neu,handling
109,numbness,good,pos,handling
109,sound,worrying,neg,performance
109,sound,like dentist drill,neg,performance
109,performance,cannot fault,pos,performance
109,mpg,pretty incredible,pos,performance
109,-,-,-,unknown
109,car,standout,pos,general-information
109,design,striking,pos,quality-aesthetic
109,drive,sport,neu,handling
109,SUV,premium,pos,quality-aesthetic
109,SUV,compact,pos,quality-aesthetic
109,car,luxury,pos,quality-aesthetic
109,car,family friendly,pos,quality-aesthetic
109,drive,relaxing,pos,quality-aesthetic
109,-,-,-,unknown
110,Mercedes GLC,inferior product,neg,general-information
110,car,not a really really upmarket vehicle,neg,general-information
110,inside,absolutely gorgeous,pos,interior-features
110,inside,so used to luxury,pos,quality-aesthetic
110,equipment,pretty good,pos,interior-features
110,car,little bit more expensive,neg,cost
110,leather,man made,neg,quali
110,seats,electrically operated,neu,comfort
110,seats,heated,pos,comfort
110,seats,nice,pos,comfort
110,garment satnav,not very becoming of Mercedes,neg,user-experience
110,Mercedes-Benz system,more expensive,pos,user-experience
110,Mercedes-Benz system,not as good as Audi or BMW,neg,user-experience
110,cabin,glorious,pos,user-experience
110,space,actually really good,pos,interior-features
110,car,stands out,pos,quality-aesthetic
110,car,screams quality,pos,quality-aesthetic
110,especially back,stands out,pos,quality-aesthetic
110,tailgate,electrically operated,neu,exterior-features
110,tailgate,take an absolute age to open,neg,exterior-features
110,boot,really really practical,pos,exterior-features
110,features,really cool,pos,exterior-features
110,floor,lockable false,neu,exterior-features
110,parcel shelf,easy to remove,pos,exterior-features
110,parcel shelf,great,pos,exterior-features
110,parcel shelf,neat,pos,exterior-features
110,load lifter,none,neu,exterior-features
110,load height,quite high,neg,exterior-features
110,fold down seats,so simple,pos,interior-features
110,lobe,nice big flat,pos,exterior-features
110,car,very practical,pos,general-information
110,people over six foot,absolutely happy in back,pos,comfort
110,carrying three,perfectly doable,pos,comfort
110,headroom,so much,pos,comfort
110,middle seat,surprisingly comfortable,pos,comfort
110,floor,really large,pos,comfort
110,floor,humping,neu,comfort
110,air suspension,expensive,pos,handling
110,blind state monitoring,saved me,pos,safety
110,gear selector,really handy,pos,interior-features
110,-,-,-,unknown
110,GLC,not perfect,neg,general-information
110,back piano plastic,look great,pos,quality-aesthetic
110,back piano plastic,scratches easily,neg,quality-aesthetic
110,-,-,-,unknown
110,-,-,-,unknown
110,automatic gearbox,jerk slightly sometimes,neg,performance
110,drive,pretty good,pos,handling
110,suspension,very very comfortable,pos,handling
110,bumps,slight rocking sensation,neg,handling
110,control,little bit numb,neg,handling
110,steering,little bit numb,neg,handling
110,brakes,little bit numb,neg,handling
110,handling,well enough,pos,handling
110,car,big,neu,general-information
110,drive,actually pretty easy,pos,handling
110,seating,up,pos,handling
110,car,laidback approach,pos,handling
110,corners,easy to judge,pos,safety
110,rear pillar,flat,pos,safety
110,rear pillar,only real blind spot,neu,safety
110,soundproofing,stands out,pos,comfort
110,car,noticeably quieter,pos,comfort
110,-,-,-,unknown
110,entertainment system,little bit confusing,neg,user-experience
110,2.1 litre diesel engine,touch noisy,neg,performance
110,car,super stylish,pos,quality-aesthetic
110,travel,really relaxing,pos,comfort
110,-,-,-,unknown
110,-,-,-,unknown
111,-,-,-,unknown
111,-,-,-,unknown
111,automatic gearbox,love,pos,handling
111,exhaust,getting louder,pos,performance
111,engine,pretty pretty nice,pos,performance
111,car,quite expensive,pos,cost
111,seats,nappa leather,pos,quality-aesthetic
111,seats,lovely,pos,comfort
111,inside,not quite modern,neg,interior-features
111,buttons,a  bit cluttered,neg,quality-aesthetic
111,dials,feel a bit cheap,neg,quality-aesthetic
111,materials,soft,pos,quality-aesthetic
111,materials,sturdy,pos,quality-aesthetic
111,entertainment system,looks a little bit offset,neg,quality-aesthetic
111,system,not easiest to operate,neg,interior-features
111,drive,rear wheel,neu,performance
111,car,sports,neu,performance
111,engine,front,neu,performance
111,dynamic handling package,well worth,pos,handling
111,comfort mode,more comfortable than normal SLC,pos,handling
111,dynamic sport mode,makes more comfortable,pos,handling
111,handling,better,pos,handling
111,dynamic sport mode,well worth,pos,handling
111,bumps,car does not feel quite fidgety,neg,handling
111,bumps,bouncing around quite a bit,neg,handling
111,bumps,quite a lot of shimmy,neg,handling
111,bumps,shake the body as it flexes,neg,handling
111,top,hard,pos,comfort
111,inside,nice,pos,comfort
111,inside,quiet,pos,comfort
111,inside,feel secure,pos,comfort
111,car,feels like normal coop,neu,comfort
111,automatic gearbox,pretty good,pos,handling
111,cruising around,nice,pos,handling
111,cruising around,relaxing,pos,handling
111,manual gearbox,save some cash,neu,handling
111,car,feel more of a cruiser than sports,neu,handling
111,bumpy road,much better in comfort mode,pos,handling
111,seating,low to the ground,neu,performance
111,car,more than happy with,pos,performance
111,car,quick,pos,performance
111,car,quite old,neu,cost
111,discount,incredible,pos,cost
111,price,decent value,pos,cost
111,-,-,-,unknown
111,roof,very old,neg,interior-features
111,Magic Sky feature,love,pos,exterior-features
111,-,-,-,unknown
112,outside,old fashioned,neu,general-information
112,G class,a little bit like retro sweets,neu,general-information
112,inside,indeed new,neu,general-information
112,body,slab sided,neu,quality-aesthetic
112,back,big spare wheel,neu,quality-aesthetic
112,spare wheel,big,neu,quality-aesthetic
112,hinges,exposed,neu,quality-aesthetic
112,door handles,old fashioned,neu,quality-aesthetic
112,-,-,-,unknown
112,car,very tall,pos,comfort
112,grab handle,not have,neg,comfort
112,exterior design,retro,pos,quality-aesthetic
112,inside,completely modern,pos,interior-features
112,interior,dominated by these two huge digital screens,neu,interior-features
112,screens,huge,pos,quality-aesthetic
112,screen,big,pos,user-experience
112,menus,all very easy,pos,user-experience
112,swivel,not so easy to do,neg,user-experience
112,swivel,awkward to operate,neg,user-experience
112,carplay,easy to use,pos,user-experience
112,carplay,not get full screen,neg,user-experience
112,carplay,part screen,neg,user-experience
112,carplay,randomly disconnects,neg,user-experience
112,carplay,sometimes clips the tracks,neg,user-experience
112,carplay,loses connection for a split second,neg,user-experience
112,carplay,bit annoying,neg,user-experience
112,cable,little bit annoying,neg,user-experience
112,cable,no place to thread through,neg,user-experience
112,store,decent size,pos,interior-features
112,glove box,reasonable,pos,interior-features
112,coin holders,little,neu,interior-features
112,door bins,can fit three bottles,pos,interior-features
112,quality,really really nice,pos,quality-aesthetic
112,look,really good,pos,quality-aesthetic
112,car,feels high class,pos,quality-aesthetic
112,switches,metallic,neu,quality-aesthetic
112,trim,metallic,neu,quality-aesthetic
112,trim,feels very nice,pos,quality-aesthetic
112,paddle shifters,solid metal,pos,quality-aesthetic
112,wood trim effect,like,pos,quality-aesthetic
112,window switches,cheap plastic,neg,quality-aesthetic
112,sun visor,cheap plastic,neg,quality-aesthetic
112,sun visor,awful,neg,quality-aesthetic
112,rest of the car,lovely,pos,quality-aesthetic
112,seats,nappa leather,neu,comfort
112,leather,quilted effect,pos,comfort
112,quilted leather,lovely,pos,cost
112,-,-,-,unknown
112,car,well equipped,pos,exterior-features
112,suspension,adjustable,neu,exterior-features
112,headlights,adaptive led,neu,exterior-features
112,front seats,heated,pos,interior-features
112,sunroof,glass,neu,exterior-features
112,adjustable lumbar support,want,neu,comfort
112,adjustment,absolutely loads,pos,comfort
112,new G class,longer,neu,comfort
112,new G class,taller,neu,comfort
112,new G class,wider,neu,comfort
112,front space,loads more,pos,comfort
112,seat,really jack up,pos,comfort
112,seat,can go lower,pos,comfort
112,view out,good,pos,comfort
112,get out,easy,pos,comfort
112,headroom,plenty,pos,comfort
112,headroom,Oh my gosh loads,pos,comfort
112,over six foot tall,fine,pos,comfort
112,knee room,decent,neu,comfort
112,back,not fully like a limousine,neg,comfort
112,back,comfy enough,neu,comfort
112,rear windows,huge,pos,comfort
112,ledge,low,pos,comfort
112,kids,built to sit very easily,pos,comfort
112,middle seat,a little bit harder,neu,comfort
112,windows,big,pos,safety
112,middle seat,raised up,neu,comfort
112,floor,pretty flat,pos,interior-features
112,footroom,loads,pos,comfort
112,back,comfortable,pos,comfort
112,carrying three in the back,no problem,pos,comfort
112,carrying five once,doable,pos,comfort
112,ashtray,little,neu,interior-features
112,pockets,airplane style,neu,interior-features
112,pockets,flimsy,neg,interior-features
112,door bins,big,pos,interior-features
112,space,more than enough,pos,interior-features
112,rear seats,heated,pos,interior-features
112,quality,same as front,neu,interior-features
112,carrying large items,fold seats down,neu,exterior-features
112,fold seats down,a bit fast,pos,exterior-features
112,fold seats down,two stage process,neu,exterior-features
112,back seats,do lie flat,pos,exterior-features
112,ridge,huge,neg,exterior-features
112,heavy items,hard to push to the front,neg,exterior-features
112,boot door,opens sideways,neu,exterior-features
112,boot door,really heavy,neg,exterior-features
112,boot door,awkward in tight spaces,neg,exterior-features
112,quilting,really nice,pos,exterior-features
112,lifting things,not nice,neg,exterior-features
112,lifting things,quite a way,neg,exterior-features
112,tow hitch,fixed,neg,exterior-features
112,tow hitch,not retractable,neg,exterior-features
112,car,pretty good,pos,exterior-features
112,no lower lip,pretty good,pos,exterior-features
112,boot liner,nice,pos,exterior-features
112,boot liner,clean,pos,exterior-features
112,no underfloor storage,annoying,neg,exterior-features
112,boot size,very big,pos,exterior-features
112,boot size,not quite as big as Porsche Cayenne,neg,exterior-features
112,roof,drips down on your neck when raining,neg,exterior-features
112,roof,get filled with water,neg,exterior-features
112,roof,makes you mad,neg,exterior-features
112,-,-,-,unknown
112,-,-,-,unknown
112,central locking sound,like a gun going off,neg,interior-features
112,sound,can be dangerous,neg,safety
112,get out,rubbing the trouser on the exhaust,neg,comfort
112,netting,harder to fit,neg,interior-features
112,doors,so heavy,neg,comfort
112,doors,hard to shut properly,neg,comfort
112,cool features,plenty,neu,general-information
112,chassis,ladder frame,neu,exterior-features
112,lower section,tough,neu,exterior-features
112,rear suspension,rigid axle,neu,exterior-features
112,offroad travel,better,pos,handling
112,front suspension,modern double wishbone,pos,exterior-features
112,comfort,improve,pos,exterior-features
112,steering system,modern,pos,handling
112,weight,down,neu,general-information
112,offroad grip,superior,pos,handling
112,-,-,-,unknown
112,sound,pretty cold,pos,performance
112,performance,incredible,pos,performance
112,car,quicker than a Range Rover,pos,performance
112,throttle,like a dragster on stilts,pos,performance
112,performance,does have the agility to cope with its performance,neu,performance
112,steering,just like a normal car,neu,handling
112,steering,quickly,neu,handling
112,handles,pretty well,pos,handling
112,automatic gearbox,nice,pos,handling
112,bump,feel it,neg,handling
112,bump,not harsh,neu,handling
112,car,constantly fidgeting,neg,handling
112,car,feels pretty firm,neu,handling
112,car,almost like sitting in a washing machine on spin cycle,neg,handling
112,travel,alright,pos,handling
112,weight,sort of calm downs,neu,handling
112,car,big,neu,handling
112,car,tall,neu,handling
112,car,heavy,neu,handling
112,sports mode,not great,neg,handling
112,engine sound,a bit more angry,neu,handling
112,aerodynamic,as Buckingham Palace,neu,comfort
112,driving position,lofty,pos,safety
112,cruise control,standard automatic,neu,safety
112,driving position,particularly good,pos,comfort
112,G class,emperor of the road,pos,comfort
112,car,good all around,pos,comfort
112,dash,shallow,neu,comfort
112,windscreen,upright,neu,comfort
112,view,great forward,pos,comfort
112,rear window,huge,pos,comfort
112,rear window,partly obscured by spare wheel,neg,comfort
112,rear window,not too bad,neg,comfort
112,auto emergency braking,keeps pre tensioning the seatbelt,neg,safety
112,turning circle,not great,neg,handling
112,obstacles,just drive over,neu,handling
112,off road,really capable,neu,handling
112,woods,leisurely drive,pos,handling
112,sand dunes,blast over,pos,handling
112,rocks,crawl over,pos,handling
112,-,-,-,unknown
112,car,pretty messy,neg,general-information
112,car,got so much character,pos,general-information
112,car,looks cool,pos,general-information
113,car,pretty interesting,pos,general-information
113,car,identical to A class,neu,general-information
113,-,-,-,unknown
113,-,-,-,unknown
113,-,-,-,unknown
113,-,-,-,unknown
113,-,-,-,unknown
113,gearbox,very good,pos,performance
113,upshift,fantastic,pos,handling
113,driving experience,slight problem,neg,handling
113,-,-,-,unknown
113,-,-,-,unknown
113,engine,bit of buzz,neg,performance
113,suspension,well resolved,pos,handling
113,steering,well resolved,pos,handling
113,steering,like,pos,handling
113,steering,no electric governs,neg,handling
113,steering,no variable ratio rack,neg,handling
113,steering,nice,pos,handling
113,steering,honest,pos,handling
113,field,nice amount,pos,handling
113,-,-,-,unknown
113,upshift,great,pos,performance
113,little fasting,like,pos,performance
113,sound,not like A6,neu,performance
113,looks,great,pos,quality-aesthetic
113,cabin,lovely,pos,interior-features
113,cabin,roomier to be in,pos,comfort
113,-,-,-,unknown
113,-,-,-,unknown
113,car,really really lovely,pos,general-information
113,price,justified,pos,cost
113,car,good enough,pos,cost
114,-,-,-,unknown
114,car,makes most sense on medium speed Cruiser,neu,performance
114,car,very refined,pos,performance
114,car,plenty of low down torque,neu,performance
114,engine,quicker,pos,performance
114,steering,very accurate,pos,handling
114,engine,little grub practicality,neu,performance
114,rear headroom,little bit restricted,neg,comfort
114,rest of the car,very accommodating,pos,comfort
114,-,-,-,unknown
114,-,-,-,unknown
114,style,elegant,pos,quality aesthetic
114,price,competitive,pos,cost
114,practicality,very practical,pos,general-information
115,horsepower,love,pos,performance
115,car,so much fun,pos,general-information
115,car,fantastic,pos,general-information
115,delivery,excellent,pos,performance
115,steering,perfectly weighted,pos,handling
115,car,combination of usability practicality,pos,general-information
115,boot,biggest in class,pos,exterior-features
115,rear space,loads of,pos,comfort
115,front cabin,really good,pos,interior-features
115,Quality,excellent,pos,quality-aesthetic
115,Driving position,really good,pos,handling
115,value,pretty much value for money,pos,cost
115,car,very few complaints,pos,quality-aesthetic
115,price,nice,neu,cost
115,price,not cheap by any standards,neu,cost
115,running costs,enormous,neu,cost
115,price,difficult to justify,neg,cost
115,price,do not feel shortchanged,neu,cost
115,E 63,truly exceptional machine,pos,general-information
115,car,love,pos,general-information
115,price,bit pricey,neg,cost
116,-,-,-,unknown
116,-,-,-,unknown
116,engine,rumbles,neu,performance
116,handling,rubbish,neg,handling
116,engine,entertaining,pos,performance
116,car,agile,pos,handling
116,car,poised,pos,handling
116,car,quite stiff on the road,neu,handling
116,practicality,a bit of mixed bag,neu,interior-features
116,stereo,decent,neu,interior-features
116,-,-,-,unknown
116,get in and out,pain,neg,comfort
116,doors,not very wide,neg,comfort
116,door down head,pretty tight,neg,comfort
116,priced,competitively,neu,cost
116,car,loud,neu,general-information
116,experience,raucous,neg,user-experience
116,engine,enormous,pos,performance
117,-,-,-,unknown
117,engine,most powerful from Mercedes,pos,performance
117,-,-,-,unknown
117,drive system,all wheel drive,neu,performance
117,drive system,handy,pos,performance
117,car,most powerful you can buy,pos,performance
117,car,going fast,pos,performance
117,-,-,-,unknown
117,standing quarter,quick,pos,performance
117,standing quarter,not super fast,neg,performance
117,standing quarter,not bad,neu,performance
117,car,unique,pos,general-information
117,weight,200 kilos more than 63,neu,general-information
117,grill,bigger,pos,quality-aesthetic
117,grill,more aggressive than other models,neu,quality-aesthetic
117,grill,huge,neu,quality-aesthetic
117,headlights,very very sleek,pos,quality-aesthetic
117,car,reminds of a shark,neu,quality-aesthetic
117,car,tiger shark,neu,quality-aesthetic
117,brakes,huge,pos,exterior-features
117,brakes,standard,neu,exterior-features
117,stopping power,plenty,pos,exterior-features
117,vent,fake,neg,quality-aesthetic
117,vent,unnecessary,neg,quality-aesthetic
117,car,stylish looking,pos,quality-aesthetic
117,car,all smooth,pos,quality-aesthetic
117,car,just like a washed over pebble,pos,quality-aesthetic
117,car,wider,pos,quality-aesthetic
117,car,longer,neu,quality-aesthetic
117,car,lower,neu,quality-aesthetic
117,car,more aggressive,neu,quality-aesthetic
117,back,hugging the ground,neu,quality-aesthetic
117,hunches,wider,pos,quality-aesthetic
117,hunches,look more muscular,pos,quality-aesthetic
117,roof line,sloping,neu,quality-aesthetic
117,roof line,look like Cupid,neu,quality-aesthetic
117,door,frameless,neu,quality-aesthetic
117,car,very cool,pos,quality-aesthetic
117,tail lights,thin,neu,quality-aesthetic
117,exhausts pipes,not fake,pos,quality-aesthetic
117,exhaust,not fake,pos,exterior-features
117,performance exhaust,plenty of noise,neg,performance
117,rear diffuser,little,neu,exterior-features
117,airflow,smooth,neu,exterior-features
117,-,-,-,unknown
117,-,-,-,unknown
117,vents,look cool,pos,quality-aesthetic
117,centre console,absolutely massive,pos,interior-features
117,interior,pretty much same as any 63,neu,interior-features
117,gear selector,little,neu,interior-features
117,-,-,-,unknown
117,cup holders,very important,neu,interior-features
117,interior,feel sporty,neu,interior-features
117,seats,sport,neu,interior-features
117,seats,wonderful,pos,interior-features
117,screens,huge,pos,user-experience
117,entertainment system,like,pos,user-experience
117,entertainment system,pretty easy to use,pos,interior-features
117,storage,all right,neu,interior-features
117,practicality,decent,neu,interior-features
117,glove boxes,right size,neu,interior-features
117,door bins,big,pos,interior-features
117,carrying larger items,good,pos,exterior-features
117,load lip,quite big,pos,exterior-features
117,rear seats,fold down electrically,neu,exterior-features
117,car,quite spacious,pos,comfort
117,roofline,sloping,neu,quality-aesthetic
117,room,loads and loads,pos,comfort
117,back seats,contoured,neu,comfort
117,back seats,feel sport,pos,comfort
117,back,feel a bit dark black,neg,comfort
117,rear window,small,neg,comfort
117,seatbelt,brightens things up a bit,neu,comfort
117,view from back,blocked by sports centre in the front,neg,comfort
117,carsick people,not that great,neg,comfort
117,car,completely different,neu,quality-aesthetic
117,car,way more expensive,neu,quality-aesthetic
117,car,faster,pos,quality-aesthetic
117,back seats down,snags,neg,interior-features
117,plastic,nasty,neg,quality-aesthetic
117,plastic,absolutely awful,neg,quality-aesthetic
117,plastic,outrageous,neg,quality-aesthetic
117,door opening,actually much lower than roofline,neg,cost
117,get out,duck,neu,comfort
117,rev limit,annoying,neg,performance
117,-,-,-,unknown
117,steering,aid low speed manoeuvrability,pos,handling
117,steering,improved high speed stability,pos,handling
117,rear spoiler,active,neu,exterior-features
117,differential,active rear,neu,handling
117,rear wheel,has the most grip,pos,handling
117,corner exiting traction,optimal,pos,handling
117,steering,sport,pos,handling
117,steering,special toggles,pos,handling
117,drive,feels proper,pos,performance
117,drift mode,not recommended for road use,neu,performance
117,drive,full fat badass,pos,performance
117,drive,comfy,pos,performance
117,pulling power,so much,pos,performance
117,find the right gear,instant,pos,performance
117,air suspension,never feels floaty,neg,handling
117,air suspension,always feels tied down,neg,handling
117,bumps,feel here and there,neu,handling
117,bumps,not too bad,neu,handling
117,steering,sharp,pos,handling
117,steering,precise,pos,handling
117,covering,love,pos,handling
117,car,feel sporty,pos,handling
117,sports plus suspension,little bit too stiff for the road,neg,handling
117,middle setting,fine for fast rate driving,pos,handling
