,Unnamed: 0,id,segment_id,aspect_lemmatized,opinion_lemmatized,sentiment
720,,215,14,leg side bolster,power adjustable,pos
721,238,215,15,center console,unique,pos
722,,215,15,center console,minimally functional,neu
723,,215,15,layout,resemble V eight engine,neu
724,,215,15,center console,nested seat,neu
725,239,215,16,exhaust volume,competitive rival,pos
726,,215,16,suspension,alter,neu
727,,215,16,firmness,alter,neu
728,240,215,17,-,-,-
729,241,215,18,seat,heated,pos
730,,215,18,seat,performance,pos
731,,215,18,seat,apple leather,pos
732,242,215,19,-,-,-
733,243,215,20,beam,automatic,neu
734,,215,20,beam,high,neu
735,,215,20,headlight,led,neu
736,,215,20,cruse control,adaptive,neu
737,244,215,21,power band,widened,pos
738,,215,21,interior trim,matt carbon firbre,neu
739,,215,21,wheel option,six staggered,neu
740,245,215,22,horsepower,high,pos
741,,215,22,car,sport,pos
742,,215,22,AMG GT,coolest,pos
743,,215,22,ball room number generator,great,pos
744,,215,22,straight line,quite exciting,pos
745,,215,22,race track,handful,pos
746,246,215,23,car,flat fun,pos
747,247,216,1,car,luxury entry,pos
748,248,216,2,price,cheapest,pos
749,250,216,4,headroom,issue,neu
750,,216,4,persona,go getter,pos
751,,216,4,contrast,nice,pos
752,251,216,5,interior,look premium,pos
753,,216,5,interior,feel premium,pos
754,252,216,6,back seat,create pressure point shoulder blade,neg
755,,216,6,back seat,little hump,neg
756,253,216,7,steering wheel,extra buzz,neg
757,,216,7,power,enough,neu
758,254,216,8,throttle responsiveness,increase,neu
759,,216,8,power,wait kick,pos
760,255,216,9,-,-,-
761,256,216,10,-,-,-
762,257,216,11,drive,wheel,neu
763,258,216,12,cruising,really well,pos
764,,216,12,sound,quiet,pos
765,,216,12,ride,nice,pos
766,,216,12,ride,smooth,pos
767,,216,12,corner,shy away,neu
768,,216,12,grip,good,pos
769,,216,12,steering,nice,pos
770,,216,12,steering,direct,pos
771,,216,12,hold feature,new,pos
772,,216,12,brake pedal,hard,neg
773,,216,12,brake pedal,gently resting,neg
774,,216,12,brake pedal,particularly greulling ordeal,neg
775,259,216,13,assist,interesting feature,pos
776,,216,13,assisst,electronic nagging save life,pos
777,260,216,14,screen,new,pos
778,,216,14,navigation,fine,neu
779,261,216,15,-,-,-
780,262,216,16,air bag,plenty,pos
781,263,216,17,feature,plethora,pos
782,264,216,18,parking guidance system,help identify proper sized parking spot,pos
783,,216,18,beam,high,pos
784,,216,18,beam,automatic,neu
785,265,216,19,-,-,-
786,266,216,20,price,several $1000 le,pos
787,267,216,21,size,midsize,neu
788,,216,21,car,luxury,pos
789,268,216,22,car,comfortable,pos
790,,216,22,style,beautiful,pos
791,,216,22,technology,nifty,pos
792,269,216,23,-,-,-
793,270,217,1,car,posh,pos
794,,217,1,car,luxurious,pos
795,,217,1,car,intensely emotional,pos
796,271,217,2,car,sexy beast,pos
797,,217,2,level,entry level Mercedes lineup,neu
798,,217,2,size,compact,neu
799,,217,2,car,luxury,pos
800,,217,2,weight,le,pos
801,,217,2,performance,better,pos
802,,217,2,fuel economy,notable improvement,pos
803,,217,2,rival,compact luxury vehicle,neu
804,272,217,3,exterior,skewed upscale,neu
805,,217,3,exterior,reserved,pos
806,,217,3,persona,luxurious,pos
807,,217,3,design,artful,pos
808,,217,3,persona,athleticism,pos
809,,217,3,nose,long,pos
810,,217,3,body line,taut,neu
811,,217,3,body line,short,neu
812,,217,3,body line,rear,neu
813,,217,3,look,elegant,pos
814,,217,3,look,strong,pos
815,,217,3,whole,harmonious,pos
816,,217,3,C class,presence,pos
817,,217,3,C class,emotive,pos
818,,217,3,C class,uptight,pos
819,273,217,4,interior,absolutely gorgeous,pos
820,,217,4,interior,expensive luxury car,pos
821,,217,4,detail,tactical,pos
822,,217,4,material,feel expensive,pos
823,,217,4,stunning,interior,pos
824,,217,4,design,attractive,pos
825,,217,4,car,touchworthy goodness,pos
826,,217,4,button,feel expensive,pos
827,,217,4,window switch,move light,pos
828,,217,4,window switch,precise action,pos
829,,217,4,window switch,satisfying click,pos
830,,217,4,button,feel expensive,pos
831,274,217,5,usability,issue,neg
832,,217,5,control,beautifully arranged,pos
833,,217,5,control,little bit tricky,neg
834,,217,5,technology,learning curve,neu
835,275,217,6,button,perfect,neu
836,276,217,7,size,increase,neu
837,,217,7,rear seat headroom,tight,neg
838,,217,7,center tunnel,pronounced,neg
839,,217,7,seating tunnel,questionable proposition,neg
840,277,217,8,trunk space,reasonable,neu
841,,217,8,box,expanding,pos
842,,217,8,box,amazing,pos
843,278,217,9,rear passenger,le blissful,neg
844,,217,9,front,generous dimension,pos
845,,217,9,drive,satisfying,pos
846,279,217,10,driving dynamic,prime choice,neg
847,,217,10,C class,nimble,pos
848,,217,10,C class,sure footed,pos
849,,217,10,corner,flick,pos
850,,217,10,drive,lot fun,pos
851,280,217,11,steering,giving information,neg
852,281,217,12,sound,cabin wonderfully serene,pos
853,,217,12,wind noise,isolated,pos
854,,217,12,road noise,isolated,pos
855,282,217,13,acceleration,strong,pos
856,,217,13,road imperfection,absorb relative ease,pos
857,283,217,14,drive,wheel,neu
858,,217,14,engine,engine,pos
859,,217,14,propulsion,efficient choice,pos
860,,217,14,drive,wheel,pos
861,284,217,15,drive,basic rear,neu
862,285,217,16,-,-,-
863,286,217,17,upholstery,faux leather,pos
864,,217,17,driver seat,power memory,pos
865,287,217,18,option sheet,appease fancier taste,pos
866,288,217,19,luxury package,comfort tuned suspension,neu
867,,217,19,luxury package,classy aesthetic touch,pos
868,,217,19,sport package,sporty detail,pos
869,,217,19,sport package,performance tuned suspension,neu
870,289,217,20,-,-,-
871,290,217,21,C E400,powerful,pos
872,291,217,22,competion choice,exhilirating,neg
873,,217,22,competion choice,attainable,neg
874,,217,22,competion choice,responsible,neg
875,,217,22,competion choice,American,neu
876,292,217,23,price,higher pricing spectrum,neg
877,,217,23,car,"intriguing intersection quality , comfort performance .",pos
878,293,217,24,car,compact luxury,pos
879,,217,24,buy,buyer might jump ship,pos
880,294,218,1,version,convertible,neu
881,295,218,2,performance,higher performing,pos
882,,218,2,feel,solidly put together,pos
883,296,218,3,steering response,even hint awkward delay,pos
884,297,218,4,experience,enjoy open air,pos
885,,218,4,structural integrity,uncertainity way,pos
886,298,218,5,protection,really good,pos
887,,218,5,high speed,annoying buffering,pos
888,,218,5,upward visibility,obstructed,pos
889,,218,5,top,soft,neu
890,299,218,6,wind noise,supressed good,pos
891,,218,6,sound,rattle,neg
892,,218,6,top,look better,pos
893,,218,6,top,soft,pos
894,300,218,7,sound,glorious,pos
895,301,218,8,gearbox,can't pronounce,neg
896,302,218,9,-,-,-
897,303,218,10,-,-,-
898,304,218,11,steering,real well,pos
899,,218,11,slip differential,limited,neu
900,,218,11,suspension,adaptive,neu
901,,218,11,suspension,multimode,neu
902,,218,11,rear end,wider,neu
903,,218,11,echaust system,electrically controlled,neu
904,,218,11,leather,nappa,neu
905,305,218,12,GT,happy,pos
906,,218,12,GT price,lost le money,pos
907,306,218,13,-,-,-
908,307,218,14,driving experience,enhanced ditching top,pos
909,308,220,1,-,-,-
910,309,220,2,-,-,-
911,310,220,3,interior,top others,pos
912,,220,3,finish,utterly flawless,pos
913,,220,3,material,place,pos
914,,220,3,price,well six figure,neu
915,,220,3,car,strong resemblance class,pos
916,,220,3,car,downsized flagship,neu
917,,220,3,car,exude distinct air sophistication prestige,pos
918,311,220,4,-,-,-
919,312,220,5,interface operation,bit clunky,neg
920,,220,5,command,might take week,neg
921,,220,5,button,operates main display pretty well thought,pos
922,313,220,6,front seat,exceptionally comfortable,pos
923,,220,6,front seat,supportive,pos
924,,220,6,ventilated seat option,wise warmer climate,neu
925,314,220,7,moon roof shade,annoying,neg
926,,220,7,moon roof shade,sunlight hit face,neg
927,315,220,8,back,much complain,pos
928,,220,8,leg room,abundance,pos
929,,220,8,head room,abundance,pos
930,,220,8,trunk,roomy,pos
931,,220,8,floor,nearly flat,pos
932,,220,8,sunshade,power,pos
933,,220,8,sunshade,conveniently located,pos
934,316,220,9,road,cemented appeal,pos
935,317,220,10,car,business class,pos
936,,220,10,car,luxury,pos
937,,220,10,driving experience,scream class,pos
938,,220,10,modal,well equipped,pos
939,,220,10,ride quality,spot,pos
940,,220,10,air suspension,multimodal,neu
941,318,220,11,steering,slightly left,neg
942,,220,11,steering,annoying,neg
943,319,220,12,steering,precise,pos
944,,220,12,steering,proper weighted,pos
945,,220,12,corner,exactly eager pitched,neu
946,320,220,13,acceleration,perfectly acceptable,pos
947,,220,13,sound,idol,pos
948,,220,13,base engine,might think unfit wrong,pos
949,,220,13,E400 twin Turbo V six power,25%,pos
950,,220,13,E 43 M G,top performance hierarchy,pos
951,,220,13,design,super sedan,pos
952,,220,13,engine,conventianlly powered,neu
953,,220,13,transmission,buttery,pos
954,,220,13,transmission,smooth,pos
955,321,220,14,cabriole,seven passenger wagon,neu
956,,220,14,cabriole price entry point,higher,neg
957,,220,14,drive,wheel,neu
958,322,220,15,windshield wiper,rain sensing,pos
959,,220,15,car,fitted notable nicety,pos
960,,220,15,headlight,led,neu
961,323,220,16,driver seat,memory,pos
962,324,220,17,front seat,multi contour,pos
963,,220,17,front seat,massage function,pos
964,,220,17,ambient lighting,beautifully arranged,pos
965,325,220,18,trunk,handsfree,pos
966,,220,18,swerve control,active,pos
967,326,220,19,car,spectacular piece machinery,pos
968,327,221,1,car,significant,pos
969,328,221,2,damper suspension,good,pos
970,,221,2,suspension,aromatic,pos
971,,221,2,suspension,intelligent,pos
972,,221,2,suspension,electric,neu
973,,221,2,spring,controlled individually,pos
974,,221,2,damper,controlled individually,pos
975,,221,2,wheel,completely customizble,pos
976,,221,2,sand,bounce vehicle,pos
977,329,221,3,ride,really nice,pos
978,,221,3,ride,comfortable,pos
979,,221,3,ride,Mercede ish,pos
980,330,221,4,ride quality,great,pos
981,,221,4,ride,gliding comfortably,pos
982,331,221,5,-,-,-
983,332,221,6,X interface,new,pos
984,,221,6,X interface,quite intuitive,pos
985,333,221,7,safety feature,extensive list,pos
986,334,221,8,-,-,-
987,335,221,9,electrical system,new,pos
988,336,221,10,sound,love,pos
989,337,221,11,sound,good,pos
990,338,221,12,trim piece,chrome,neu
991,,221,12,front seat,massage,pos
992,340,221,14,exterior,vast improvement,pos
993,,221,14,front,aggressive looking,pos
994,,221,14,look,athletic,pos
995,,221,14,rear view,bad,neu
996,,221,14,look,distinctive,pos
997,,221,14,look,defined,pos
998,341,221,15,wheelbase,longer,pos
999,,221,15,overhang,shorter,neu
1000,,221,15,interior space,,pos
1001,,221,15,offroad,easier get,pos
1002,,221,15,wheelbase,extended,pos
1003,,221,15,thirdrow seat,electronically operated,pos
1004,,221,15,thirdrow seat,fold,pos
1005,,221,15,cargo floor,flat,pos
1006,,221,15,cargo floor,plentiful space,pos
1007,342,221,16,-,-,-
1008,343,221,17,-,-,-
1009,344,221,18,upgrade,quite nice,pos
1010,,221,18,innovation,quite nice,pos
1011,345,223,1,class,lastest,pos
1012,,223,1,class,nothing short spectacular,pos
1013,346,223,2,technology,advanced,pos
1014,,223,2,car,preserve class greatness,pos
1015,347,223,3,amenity,chockfull,pos
1016,348,223,4,infotaintment platform,intuitive right bat,pos
1017,,223,4,infotaintment platform,easiest system use,pos
1018,,223,4,amenity,easy use,pos
1019,349,223,5,display,high resolution,pos
1020,,223,5,display,hurt,neu
1021,350,223,6,surround view parking,best,pos
1022,,223,6,parallel parking,autonomous,pos
1023,,223,6,trunk,handsfree,pos
1024,,223,6,cup holder,heated,pos
1025,,223,6,cup holder,cooled,pos
1026,351,223,7,steering wheel,heated,pos
1027,,223,7,front armrest,heated,pos
1028,,223,7,rear armrest,heated,pos
1029,,223,7,car,simulated hot stone massage,pos
1030,352,223,8,Mercedes,reign supreme luxury exotica,pos
1031,,223,8,Mercedes,nearly flawless,pos
1032,,223,8,every material,highest quality,pos
1033,,223,8,every material,constructed impeccable detail attention,pos
1034,,223,8,car,luxury,pos
1035,,223,8,taste,one step,pos
1036,,223,8,comfort,one step,pos
1037,,223,8,opulence,one step,pos
1038,353,223,9,persona,ultra exclusive,pos
1039,354,223,10,rear seating,scream executive class,pos
1040,,223,10,foot leg rest,power operated,pos
1041,,223,10,foot leg rest,optional,neu
1042,355,223,11,tray table,fold,neu
1043,,223,11,headrest pillow,detachable,neu
1044,,223,11,seat,heated,pos
1045,,223,11,seat,cooled,pos
1046,356,223,12,fuel efficient,slightly,pos
1047,,223,12,engine,bit quicker,pos
1048,,223,12,drive,rear wheel,neu
1049,357,223,13,price,significantly expensive,neg
1050,,223,13,engine,slightly faster,pos
1051,358,223,14,-,-,-
1052,359,223,15,emotion,tough sell,neg
1053,360,223,16,driving experience,luxury car,pos
1054,361,223,17,sound,cabin quiet,pos
1055,,223,17,ride quality,border flawless,pos
1056,,223,17,camera,stereoscopic,pos
1057,,223,17,bump,virtually elliminated bod movement,pos
1058,362,223,18,air suspension,coolest feature,pos
1059,,223,18,camera,coolest feature,pos
1060,363,223,19,WiFi speed,sluggish,neg
1061,,223,19,cruise control,intrusive,neg
1062,364,223,20,standard equipment,extensive list,pos
1063,,223,20,price,$2000 price cut,pos
1064,365,223,21,door,soft close,pos
1065,,223,21,voice recognition,advanced,pos
1066,,223,21,cabin,classy,pos
1067,,223,21,ambient lighting,led,neu
1068,366,223,22,cruise control,full rein,pos
1069,,223,22,cruise control,"starts, stops, steer traffic",pos
1070,367,223,23,feature set,contemporary,pos
1071,,223,23,newest class,grandeur,pos
1072,,223,23,newest class,prestige,pos
1073,,223,23,newest class price,le half cost,pos
1074,368,223,24,class,finest choice,pos
1075,369,223,25,driving,powerful engaging,pos
1076,,223,25,driving,exceptionally refined,pos
1077,,223,25,driving,love hate relationship,neu
1078,370,223,26,class,luxury,pos
1079,,223,26,type,sedan,neu
1080,371,224,1,-,-,-
1081,372,224,2,gear change,rapid,pos
1082,,224,2,gear change,near seamlees,pos
1083,,224,2,engine,quick enough,pos
1084,,224,2,look,racy,pos
1085,,224,2,lag,hint,pos
1086,,224,2,engine,responsive,pos
1087,373,224,3,character,spunky,neu
1088,,224,3,efficiency,surprisingly efficient,pos
1089,,224,3,car,sexier,pos
1090,,224,3,car,hybrid,pos
1091,374,224,4,engine start stop system,work pretty good,pos
1092,,224,4,engine start stop system,intrusive,pos
1093,,224,4,engine start stop system,little vibration,neu
1094,,224,4,sound,little,neu
1095,375,224,5,car,plenty playful,pos
1096,,224,5,steering,quick,pos
1097,,224,5,steering,precise,pos
1098,,224,5,steering,engaging,pos
1099,,224,5,corner,really pushing feel understeer,neu
1100,376,224,6,-,-,-
1101,377,224,7,drive,little bit stiff,neu
1102,378,224,8,ride,little bit better,pos
1103,,224,8,performance,high,pos
1104,,224,8,suspension,sport,pos
1105,379,224,9,brake,feel good,pos
1106,,224,9,pedal,nice,pos
1107,,224,9,pedal,firm,pos
1108,380,224,10,sound,pretty quiet,pos
1109,381,224,11,drive,well,pos
1110,,224,11,price,cheap,pos
1111,,224,11,interior,look perfectly premium,pos
1112,,224,11,interior,feel perfectly premium,pos
1113,382,224,12,overall,nice,pos
1114,,224,12,overall,sporty,pos
1115,,224,12,bit,plasticky,neg
1116,383,224,13,interior space,major shortcoming,neg
1117,,224,13,front seat,fine,neu
1118,,224,13,head room,fine,neu
1119,,224,13,elbow room,fine,neu
1120,,224,13,center stack,crowd inward leg,neg
1121,,224,13,rear seat headroom,tight position,neg
1122,,224,13,getting back,real challenge,neg
1123,384,224,14,roof line,dipping,neg
1124,,224,14,roof line,look cool,pos
1125,385,224,15,climate control,placed really low,neg
1126,,224,15,climate control,far driver's sight,neg
1127,386,224,16,front seat back,could softer,neg
1128,,224,16,boslters,put pressur shoulder,neg
1129,,224,16,front seat,comfortable enough,neu
1130,,224,16,headrest,integrated,neu
1131,,224,16,front seat,look cool,neu
1132,,224,16,front seat,practical,pos
1133,387,224,17,trunk space,decent,pos
1134,,224,17,rear seat,split folding,pos
1135,388,224,18,-,-,-
1136,389,224,19,price,comparitive bargain,pos
1137,,224,19,price,still priced competitively,pos
1138,390,224,20,seat,power,pos
1139,,224,20,seat,memory,pos
1140,,224,20,wiper,rain sensing,pos
1141,391,224,21,-,-,-
1142,392,224,22,front seat,heated,pos
1143,,224,22,infotaintment system,upgraded,pos
1144,393,224,23,cruise control,dynamic,neu
1145,,224,23,sunroof,lovely,pos
1146,,224,23,sunroof,panomaric,neu
1147,,224,23,parking system,automatic,neu
1148,394,224,24,technology,calvacade future rich goodness,pos
1149,395,224,25,attitude,angrier,pos
1150,,224,25,clutch,performance tuned,pos
1151,396,224,26,interior,tight,neg
1152,,224,26,car,luxury commoner,neu
1153,,224,26,handling,satisfying,pos
1154,,224,26,style,ton,pos
1155,,224,26,fuel economy,great,pos
1156,,224,26,value,solid,pos
1157,397,224,27,-,-,-
1158,398,226,1,-,-,-
1159,399,226,2,car,sport,neu
1160,,226,2,s8,striking resemblance 300 SL,neu
1161,,226,2,hood,incredibly long,neu
1162,,226,2,rear deck lid,short,neu
1163,,226,2,rear deck lid,low greenhouse,neu
1164,400,226,3,door,striking feature,pos
1165,,226,3,door,take much effort,pos
1166,,226,3,door,open pretty easily,pos
1167,401,226,4,door,open high enough,pos
1168,,226,4,get,issue,pos
1169,402,226,5,SL AMG,ultimate Mercedes-Benz,pos
1170,403,226,6,door,wing like,pos
1171,,226,6,door,inspiration,pos
1172,,226,6,SLs,feature airplaine cockpit,pos
1173,,226,6,car,made fly metaphorically,pos
1174,,226,6,feature,number unique,pos
1175,,226,6,gear selector,thruster like,neu
1176,,226,6,air event,jet engine like,neu
1177,,226,6,theme,jet,neu
1178,,226,6,car,abudance aluminium,neu
1179,,226,6,car,luxury touch,pos
1180,,226,6,seating,designer leather,pos
1181,,226,6,surface,Calcaterra clad,pos
1182,,226,6,surface,soft,pos
1183,,226,6,stitching,contrast,pos
1184,404,226,7,car,supercar,pos
1185,,226,7,car,grand touring,neu
1186,,226,7,cargo area,considerable amount room luggage,pos
1187,405,226,8,wheel,eye catching,pos
1188,,226,8,design,intriguing,pos
1189,406,226,9,hood,long,neu
1190,,226,9,engine,naturally aspirated,pos
1191,,226,9,engine,exclusive,pos
1192,407,226,10,car,mean slow,pos
1193,,226,10,car,supercar,pos
1194,,226,10,gear shift,little slower thought,neg
1195,408,226,11,manual mode transmission,get car,pos
1196,409,226,12,corner handling,attractive,neg
1197,,226,12,corner handling,great,neg
1198,410,226,13,sound,completely enamored,pos
1199,,226,13,engine,show tiger,neg
1200,411,226,14,steering,responsive,pos
1201,,226,14,centre gravity,low,pos
1202,,226,14,suspension,double wishbone,pos
1203,,226,14,suspension,sport,pos
1204,,226,14,car,approachable,pos
1205,,226,14,car,supercar,pos
1206,,226,14,body,extensive use lightweight aluminum,pos
1207,,226,14,weight,lightweight,pos
1208,412,226,15,-,-,-
1209,413,226,16,wheel,lightweight,pos
1210,,226,16,grip,optimum grip obsolesence,pos
1211,414,226,17,tire,continental,neu
1212,,226,17,tire design,exclusive,pos
1213,415,226,18,stop,fast,pos
1214,,226,18,stop,faster,pos
1215,416,226,19,price,Audi R8,neg
1216,,226,19,price,substantially le Lexus,pos
1217,417,226,20,performance,exceptional,pos
1218,,226,20,performance,soul stirring,pos
1219,,226,20,performance,exhausting,pos
1220,,226,20,interior,gorgeous,pos
1221,,226,20,look,stunning,pos
1222,418,226,21,car,supercar,pos
1223,419,227,1,size,small,neu
1224,420,227,2,look,effortlessly beautiful,pos
1225,,227,2,look,air contemporary elegance,pos
1226,,227,2,GLC,longer,pos
1227,,227,2,GLC,wider,pos
1228,,227,2,GLC,lighter,pos
1229,421,227,3,driving experience,butter,pos
1230,422,227,4,sound,quiter quiet,pos
1231,423,227,5,sightlines,excellent every direction except fromthe steering brake,neu
1232,424,227,6,gearbox,middling,neu
1233,,227,6,horsepower,good,neu
1234,,227,6,fuel economy,largely mirror DA,neu
1235,,227,6,hybrid engine,interesting efficiency,pos
1236,,227,6,car,bonafide green machine,pos
1237,,227,6,output figure,impressive,pos
1238,,227,6,acceleration,serious straight line,pos
1239,425,227,7,performance,top pyramid,pos
1240,,227,7,suspension,AMG tuned air,pos
1241,,227,7,drive,wheel,neu
1242,426,227,8,inside,beyond expected refinement,pos
1243,,227,8,arm rest,cushy,pos
1244,,227,8,display,high resoultion,pos
1245,,227,8,trim,premium,pos
1246,,227,8,inside,subtle nuance win u,pos
1247,,227,8,event,make satisfying click,pos
1248,427,227,9,head rest,well padded,pos
1249,,227,9,head rest,adjust raft,pos
1250,,227,9,material quality,ranking highest,pos
1251,,227,9,material quality,soft touch,pos
1252,,227,9,size,mid size,neu
1253,428,227,10,-,-,-
1254,429,227,11,display,high resolution,pos
1255,,227,11,touch pad,ergonomically shaped,pos
1256,,227,11,gesture control,becomes pleasant use day,pos
1257,430,227,12,practicality,master pragmatic art,pos
1258,,227,12,rear leg room,abundance,pos
1259,,227,12,headroom,abundance,pos
1260,,227,12,storage,numerous,pos
1261,,227,12,underfloor compartment,handy,pos
1262,431,227,13,load floor,completely flush,pos
1263,,227,13,load floor,free annoying gap,pos
1264,,227,13,load floor,free protrusion,pos
1265,432,227,14,front seat,move forward automatically,pos
1266,433,227,15,rear quarter,perfect,neg
1267,434,227,16,GLC C300,well furnished goody,pos
1268,,227,16,liftgate,power,pos
1269,,227,16,windshield wiper,rain sensing,pos
1270,,227,16,driver seat,supremely comfortable,pos
1271,,227,16,driver seat,14 way adjustable,pos
1272,,227,16,driver seat,extendable support,pos
1273,,227,16,driver seat,three position memory,pos
1274,435,227,17,trapping,high end,pos
1275,,227,17,front seat,leather,pos
1276,,227,17,front seat,heated,pos
1277,,227,17,front seat,ventilated,pos
1278,,227,17,steering,heated,pos
1279,,227,17,cruise control,adaptive,pos
1280,436,227,18,audio,premium,pos
1281,,227,18,headlight,full led,pos
1282,,227,18,corner lamp,active,pos
1283,,227,18,price,respectable$52000,pos
1284,,227,18,leather,exclusive nappa,pos
1285,,227,18,roof,moon,neu
1286,,227,18,roof,panaramic,neu
1287,,227,18,air suspension,dramatic,pos
1288,,227,18,air suspension,spotty reliability record,neg
1289,,227,18,air suspension,negligible performance benefit,neg
1290,,227,18,air suspension,recommend,neg
1291,,227,18,sticker price,inflates $60000,neg
1292,437,227,19,standard feature content,similarly priced alternative can't match,pos
1293,438,227,20,X1,impressively well rounded,pos
1294,,227,20,X1,accurate,pos
1295,,227,20,GLC,X1 top GLC begin,pos
1296,439,227,21,residual value,highest,pos
1297,,227,21,type,SUV,neu
1298,,227,21,size,compact,neu
1299,,227,21,car,luxury,pos
1300,440,227,22,car,luxurrious,pos
1301,,227,22,quality,one step,pos
1302,,227,22,comfort,one step,pos
1303,,227,22,refinement,one step,pos
1304,,227,22,value,decent,pos
1305,,227,22,car,luxury,pos
1306,441,228,1,size,midsize,neu
1307,,228,1,type,SUV,neu
1308,442,228,2,car,much Mercedes,pos
1309,,228,2,steering,light,neu
1310,,228,2,brake,light,neu
1311,,228,2,steering,squishy,neu
1312,,228,2,brake,squishy,neu
1313,,228,2,steering,soft,neu
1314,,228,2,steering,disconnected,neg
1315,,228,2,suburban dwelling,kind dwelling,pos
1316,443,228,3,drive,easy,pos
1317,,228,3,ride,well controlled,pos
1318,,228,3,interior,welcoming,pos
1319,444,228,4,material,premium,pos
1320,,228,4,material,pefectly line Mercedes,pos
1321,445,228,5,image,upscale,pos
1322,,228,5,front,spacious,pos
1323,,228,5,rear seating,spacious,pos
1324,,228,5,boot capacity,generous,pos
1325,446,228,6,seat dropping,let,neg
1326,,228,6,seat dropping,release rear cargo area,neg
1327,,228,6,seat release,awkward,neg
1328,447,228,7,outward visibility,hurt side pillar,neg
1329,,228,7,side pillar,fix,neu
1330,448,228,8,sun visor,extend,neg
1331,,228,8,automatic engine shutoff,occasionally engages,neg
1332,449,228,9,automatic engine shutoff,subtle,neu
1333,,228,9,side mirror,kind nice,pos
1334,,228,9,side mirror,wider,pos
1335,450,228,10,aura,rich,pos
1336,,228,10,aura,premium,pos
1337,,228,10,aura,worth possessing,pos
1338,451,228,11,2.1 leader Turbo Diesel four cylinde,fairly efficient,neu
1339,,228,11,G l E 63,sassy version,pos
1340,,228,11,torque,identical,neu
1341,452,228,12,thing,complicated,neg
1342,453,228,13,drive,wheel,neu
1343,,228,13,price,BMW X5,neu
1344,454,228,14,-,-,-
1345,455,228,15,price,Q7,neu
1346,,228,15,seating flexibility,Q7 offer,pos
1347,456,228,16,lift gate,power,pos
1348,,228,16,front seat,heated,pos
1349,,228,16,windshield wiper,rain sensing,neu
1350,,228,16,frugal G L E 3 50,lovely stuff,pos
1351,,228,16,frugal G L E 3 50,lack backup camera,neg
1352,,228,16,backup camera,pretty big oversight,pos
1353,457,228,17,entry,keyless,pos
1354,,228,17,engine start,keyless,pos
1355,458,228,18,-,-,-
1356,459,228,19,-,-,-
1357,460,228,20,car,worthwhile,pos
1358,461,228,21,audio system,lovely,pos
1359,,228,21,air suspension,facilitates 11 inch ground clearence,pos
1360,462,228,22,-,-,-
1361,463,228,23,price,premium,neu
1362,464,229,1,-,-,-
1363,465,229,2,car,faster,pos
1364,,229,2,performance,powerful,pos
1365,466,229,3,-,-,-
1366,467,229,4,-,-,-
1367,468,229,5,sound,fantastic,pos
1368,,229,5,exhaust note,glorious,pos
1369,,229,5,exhaust note,awesome,pos
1370,,229,5,exhaust note,good,pos
1371,,229,5,iPod connector stereo,suck,neg
1372,469,229,6,front,aggressive,pos
1373,,229,6,event,little,neg
1374,,229,6,look,lot like German touring car,pos
1375,,229,6,event,pretty cool,pos
1376,470,229,7,C63,lot effort,pos
1377,,229,7,front suspension,fully redesigned,pos
1378,,229,7,track,wider,neu
1379,,229,7,rear track,0.4 inch wider,pos
1380,,229,7,result,really impressive,pos
1381,,229,7,handling,clingsto road,pos
1382,,229,7,steering,great,pos
1383,,229,7,ride,uncomfortable,neg
1384,471,229,8,seat,standout feature,pos
1385,,229,8,corner handling,seat move,pos
1386,,229,8,bosters,bold,neu
1387,,229,8,bolster,can't move arm,neg
1388,,229,8,hard corner,restrict mobility little bit,neg
1389,472,229,9,paddle shifter,quick,pos
1390,,229,9,downshift,even smoother,pos
1391,,229,9,upshift,seemless,pos
1392,473,229,10,sport setting,faster shift,pos
1393,474,229,11,engine,impressive,pos
1394,,229,11,brake,impressive,pos
1395,475,229,12,-,-,-
1396,476,229,13,price,BMW M3,neu
1397,,229,13,price,"$14,000 le expensive Audi RS4",pos
1398,,229,13,fuel budget,huge drain,neg
1399,,229,13,fuel economy,waste fuel,neg
1400,,229,13,fuel budget,pretty enticing drain,pos
1401,477,229,14,-,-,-
1402,478,231,1,size,subcompact,neu
1403,,231,1,car,luxury,pos
1404,479,231,2,car,good,pos
1405,,231,2,size,small,pos
1406,,231,2,drive,joy,pos
1407,480,231,3,rear seat headroom,certainly better,neu
1408,,231,3,rear seat headroom,barely brush headliner right seat,neg
1409,,231,3,rear seat headroom,little bit better middle,neg
1410,,231,3,front seat,roomier,pos
1411,,231,3,front seat,comfortable,pos
1412,,231,3,center tunnel,need think,neg
1413,481,231,4,car,really tall hatchback,neu
1414,,231,4,type,hatchback,neu
1415,,231,4,view,commanding,neg
1416,,231,4,cargo space,exceptional,neg
1417,482,231,5,cargo area,larger BMW X1,pos
1418,,231,5,cargo area,smaller Mazda three hatch,neg
1419,,231,5,backseat,drop,pos
1420,,231,5,extended cargo area,le X1,neg
1421,,231,5,size,small,neu
1422,483,231,6,parkability,wonderful sense refinement,pos
1423,,231,6,sound,pretty quiet,pos
1424,,231,6,ramp,fun,pos
1425,,231,6,F40 5 a.m. G suspension,lower,neu
1426,,231,6,F40 5 a.m. G suspension,stiffer,neu
1427,,231,6,F40 5 a.m. G brake,big,pos
1428,,231,6,F40 5 a.m. G,thrilling,pos
1429,484,231,7,drive,wheel,neu
