id,segment_id,review,aspect,opinion,sentiment
235,6,"and now i'm breaking a turbo charged four cylinder and a three liter turbodiesel er in the works . at the moment , all q7 speech or a supercharged three liter v six who's more than adequate output is managed by a paddle shift double eight speed automatic transmission that knocks out swift , nearly imperceptible shifts . and their power is divided between the front and rear wheels . a standard cuatro all wheel drive system added all up , and you have sub six second 0 to 60 acceleration , good fuel economy and an admirable £7700 toe capability . fairly unobtrusive automatic engines start stop system is also on board to conserve fuel , but if the driver is so inclined it can be shut off .",engine output,more than adequate,pos
235,6,"and now i'm breaking a turbo charged four cylinder and a three liter turbodiesel er in the works . at the moment , all q7 speech or a supercharged three liter v six who's more than adequate output is managed by a paddle shift double eight speed automatic transmission that knocks out swift , nearly imperceptible shifts . and their power is divided between the front and rear wheels . a standard cuatro all wheel drive system added all up , and you have sub six second 0 to 60 acceleration , good fuel economy and an admirable £7700 toe capability . fairly unobtrusive automatic engines start stop system is also on board to conserve fuel , but if the driver is so inclined it can be shut off .",shifts,swift,pos
235,6,"and now i'm breaking a turbo charged four cylinder and a three liter turbodiesel er in the works . at the moment , all q7 speech or a supercharged three liter v six who's more than adequate output is managed by a paddle shift double eight speed automatic transmission that knocks out swift , nearly imperceptible shifts . and their power is divided between the front and rear wheels . a standard cuatro all wheel drive system added all up , and you have sub six second 0 to 60 acceleration , good fuel economy and an admirable £7700 toe capability . fairly unobtrusive automatic engines start stop system is also on board to conserve fuel , but if the driver is so inclined it can be shut off .",shifts,nearly imperceptible,pos
235,6,"and now i'm breaking a turbo charged four cylinder and a three liter turbodiesel er in the works . at the moment , all q7 speech or a supercharged three liter v six who's more than adequate output is managed by a paddle shift double eight speed automatic transmission that knocks out swift , nearly imperceptible shifts . and their power is divided between the front and rear wheels . a standard cuatro all wheel drive system added all up , and you have sub six second 0 to 60 acceleration , good fuel economy and an admirable £7700 toe capability . fairly unobtrusive automatic engines start stop system is also on board to conserve fuel , but if the driver is so inclined it can be shut off .",drive,all wheel,neu
235,6,"and now i'm breaking a turbo charged four cylinder and a three liter turbodiesel er in the works . at the moment , all q7 speech or a supercharged three liter v six who's more than adequate output is managed by a paddle shift double eight speed automatic transmission that knocks out swift , nearly imperceptible shifts . and their power is divided between the front and rear wheels . a standard cuatro all wheel drive system added all up , and you have sub six second 0 to 60 acceleration , good fuel economy and an admirable £7700 toe capability . fairly unobtrusive automatic engines start stop system is also on board to conserve fuel , but if the driver is so inclined it can be shut off .",fuel economy,good,pos
235,6,"and now i'm breaking a turbo charged four cylinder and a three liter turbodiesel er in the works . at the moment , all q7 speech or a supercharged three liter v six who's more than adequate output is managed by a paddle shift double eight speed automatic transmission that knocks out swift , nearly imperceptible shifts . and their power is divided between the front and rear wheels . a standard cuatro all wheel drive system added all up , and you have sub six second 0 to 60 acceleration , good fuel economy and an admirable £7700 toe capability . fairly unobtrusive automatic engines start stop system is also on board to conserve fuel , but if the driver is so inclined it can be shut off .",torque capability,admirable,pos
235,6,"and now i'm breaking a turbo charged four cylinder and a three liter turbodiesel er in the works . at the moment , all q7 speech or a supercharged three liter v six who's more than adequate output is managed by a paddle shift double eight speed automatic transmission that knocks out swift , nearly imperceptible shifts . and their power is divided between the front and rear wheels . a standard cuatro all wheel drive system added all up , and you have sub six second 0 to 60 acceleration , good fuel economy and an admirable £7700 toe capability . fairly unobtrusive automatic engines start stop system is also on board to conserve fuel , but if the driver is so inclined it can be shut off .",automatic engines start stop system,fairly unobtrusive,pos
235,6,"and now i'm breaking a turbo charged four cylinder and a three liter turbodiesel er in the works . at the moment , all q7 speech or a supercharged three liter v six who's more than adequate output is managed by a paddle shift double eight speed automatic transmission that knocks out swift , nearly imperceptible shifts . and their power is divided between the front and rear wheels . a standard cuatro all wheel drive system added all up , and you have sub six second 0 to 60 acceleration , good fuel economy and an admirable £7700 toe capability . fairly unobtrusive automatic engines start stop system is also on board to conserve fuel , but if the driver is so inclined it can be shut off .",automatic engines start stop system,conserve fuel,pos
235,6,"and now i'm breaking a turbo charged four cylinder and a three liter turbodiesel er in the works . at the moment , all q7 speech or a supercharged three liter v six who's more than adequate output is managed by a paddle shift double eight speed automatic transmission that knocks out swift , nearly imperceptible shifts . and their power is divided between the front and rear wheels . a standard cuatro all wheel drive system added all up , and you have sub six second 0 to 60 acceleration , good fuel economy and an admirable £7700 toe capability . fairly unobtrusive automatic engines start stop system is also on board to conserve fuel , but if the driver is so inclined it can be shut off .",0 to 60 acceleration,sub six,neu
235,7,"one particularly nifty detail is the optional audi virtual cockpit . this high rez 12.3 inch display combines traditional instrumentation with navigation , infotainment and vehicle information , putting it right where you're looking anyway . also , it looks pretty cool .",display,high resolution,pos
235,7,"one particularly nifty detail is the optional audi virtual cockpit . this high rez 12.3 inch display combines traditional instrumentation with navigation , infotainment and vehicle information , putting it right where you're looking anyway . also , it looks pretty cool .",display,right where you are looking,pos
235,7,"one particularly nifty detail is the optional audi virtual cockpit . this high rez 12.3 inch display combines traditional instrumentation with navigation , infotainment and vehicle information , putting it right where you're looking anyway . also , it looks pretty cool .",display,looks pretty cool,pos
235,8,"with all this praise , you might be wondering , is the q7 the perfect suv ? it might be perfect for you , but it is not perfect .",q7,not perfect,neg
235,9,"here's the flop . unlike many modern suvs , flipping down the second row seats requires two steps . not one step one's not so bad . you pull this lever and just looks forward . flipping the whole seat forward requires you to push in with the thumb and then pull up on this lever . and then the entire thing rises up . can the tiny children that are typically banished to the third row operate that thing ? maybe third row .",flipping down the second row seats,require two seats,neg
235,9,"here's the flop . unlike many modern suvs , flipping down the second row seats requires two steps . not one step one's not so bad . you pull this lever and just looks forward . flipping the whole seat forward requires you to push in with the thumb and then pull up on this lever . and then the entire thing rises up . can the tiny children that are typically banished to the third row operate that thing ? maybe third row .",flipping down the second row seats,flop,neg
235,10,"access aside , q7 interiors kind of wonderful . it looks modern and rich and material qualities brilliant , even in spots where some car makers might skim for added effect . check it out at night . i love the techie , streaky accents and the glowing rings that surround the capacity of touch map lights .",interiors,kind of wonderful,pos
235,10,"access aside , q7 interiors kind of wonderful . it looks modern and rich and material qualities brilliant , even in spots where some car makers might skim for added effect . check it out at night . i love the techie , streaky accents and the glowing rings that surround the capacity of touch map lights .",interiors,looks modern,pos
235,10,"access aside , q7 interiors kind of wonderful . it looks modern and rich and material qualities brilliant , even in spots where some car makers might skim for added effect . check it out at night . i love the techie , streaky accents and the glowing rings that surround the capacity of touch map lights .",interiors,rich,pos
235,10,"access aside , q7 interiors kind of wonderful . it looks modern and rich and material qualities brilliant , even in spots where some car makers might skim for added effect . check it out at night . i love the techie , streaky accents and the glowing rings that surround the capacity of touch map lights .",material quality,brilliant,pos
235,10,"access aside , q7 interiors kind of wonderful . it looks modern and rich and material qualities brilliant , even in spots where some car makers might skim for added effect . check it out at night . i love the techie , streaky accents and the glowing rings that surround the capacity of touch map lights .",accents,love,pos
235,10,"access aside , q7 interiors kind of wonderful . it looks modern and rich and material qualities brilliant , even in spots where some car makers might skim for added effect . check it out at night . i love the techie , streaky accents and the glowing rings that surround the capacity of touch map lights .",accents,techie,pos
235,10,"access aside , q7 interiors kind of wonderful . it looks modern and rich and material qualities brilliant , even in spots where some car makers might skim for added effect . check it out at night . i love the techie , streaky accents and the glowing rings that surround the capacity of touch map lights .",accents,streaky,pos
235,10,"access aside , q7 interiors kind of wonderful . it looks modern and rich and material qualities brilliant , even in spots where some car makers might skim for added effect . check it out at night . i love the techie , streaky accents and the glowing rings that surround the capacity of touch map lights .",map lights,touch,pos
235,10,"access aside , q7 interiors kind of wonderful . it looks modern and rich and material qualities brilliant , even in spots where some car makers might skim for added effect . check it out at night . i love the techie , streaky accents and the glowing rings that surround the capacity of touch map lights .",map lights,glowing ring surround,pos
235,11,spend 60 grand or more on a new car .,car,new,neu
235,12,you kind of hope it feels like something special . the audi q7 does a more functional note .,q7,more functional note,neu
235,13,"the center console offers very little storage , but there is a handi spot to set your phone with direct access to u . s b outlets . above those outlets is a handy adjustable arm .",center console,very little storage,neg
235,13,"the center console offers very little storage , but there is a handi spot to set your phone with direct access to u . s b outlets . above those outlets is a handy adjustable arm .",phone spot,handy,pos
235,13,"the center console offers very little storage , but there is a handi spot to set your phone with direct access to u . s b outlets . above those outlets is a handy adjustable arm .",arm,adjustable,pos
235,13,"the center console offers very little storage , but there is a handi spot to set your phone with direct access to u . s b outlets . above those outlets is a handy adjustable arm .",arm,handy,pos
235,14,"rest further forward , the q7 controls demand a slight learning curve , but before long they all make sense . look , the climate controls no when you're touching them , adjusting the display accordingly .",controls,demand a slight learning curve,neg
235,14,"rest further forward , the q7 controls demand a slight learning curve , but before long they all make sense . look , the climate controls no when you're touching them , adjusting the display accordingly .",controls,make sense before long,pos
235,15,"despite being dimensionally smaller than the previous q7 , the latest generation is actually roomier inside , with sliding and reclining second row seats that split three ways and provide tons of space for passengers and back . the standard power operated 50 50 split third row bench is barely tolerable for adults , but kids shouldn't complain any more than usual related note .",size,dimensionally smaller,neg
235,15,"despite being dimensionally smaller than the previous q7 , the latest generation is actually roomier inside , with sliding and reclining second row seats that split three ways and provide tons of space for passengers and back . the standard power operated 50 50 split third row bench is barely tolerable for adults , but kids shouldn't complain any more than usual related note .",inside,actually roomier,pos
235,15,"despite being dimensionally smaller than the previous q7 , the latest generation is actually roomier inside , with sliding and reclining second row seats that split three ways and provide tons of space for passengers and back . the standard power operated 50 50 split third row bench is barely tolerable for adults , but kids shouldn't complain any more than usual related note .",second row seats,reclining,pos
235,15,"despite being dimensionally smaller than the previous q7 , the latest generation is actually roomier inside , with sliding and reclining second row seats that split three ways and provide tons of space for passengers and back . the standard power operated 50 50 split third row bench is barely tolerable for adults , but kids shouldn't complain any more than usual related note .",second row seats,sliding,pos
235,15,"despite being dimensionally smaller than the previous q7 , the latest generation is actually roomier inside , with sliding and reclining second row seats that split three ways and provide tons of space for passengers and back . the standard power operated 50 50 split third row bench is barely tolerable for adults , but kids shouldn't complain any more than usual related note .",second row seats,split three ways,pos
235,15,"despite being dimensionally smaller than the previous q7 , the latest generation is actually roomier inside , with sliding and reclining second row seats that split three ways and provide tons of space for passengers and back . the standard power operated 50 50 split third row bench is barely tolerable for adults , but kids shouldn't complain any more than usual related note .",back space,tons of,pos
235,15,"despite being dimensionally smaller than the previous q7 , the latest generation is actually roomier inside , with sliding and reclining second row seats that split three ways and provide tons of space for passengers and back . the standard power operated 50 50 split third row bench is barely tolerable for adults , but kids shouldn't complain any more than usual related note .",third row,power operated 50 50 split,neu
235,15,"despite being dimensionally smaller than the previous q7 , the latest generation is actually roomier inside , with sliding and reclining second row seats that split three ways and provide tons of space for passengers and back . the standard power operated 50 50 split third row bench is barely tolerable for adults , but kids shouldn't complain any more than usual related note .",third row,barely tolerable for adults,neg
235,15,"despite being dimensionally smaller than the previous q7 , the latest generation is actually roomier inside , with sliding and reclining second row seats that split three ways and provide tons of space for passengers and back . the standard power operated 50 50 split third row bench is barely tolerable for adults , but kids shouldn't complain any more than usual related note .",third row,kids shouldn't complain,neu
235,16,"there are five child seat latch points , so if you're expecting quintuplets , add the q7 to your shopping list .",-,-,-
235,17,lowering the third row boosts cargo space from 14.8 to a healthy 37.5 cubic feet .,cargo space,healthy,pos
235,17,lowering the third row boosts cargo space from 14.8 to a healthy 37.5 cubic feet .,cargo space,boosts by lowering the third row,pos
235,18,"in the simplest nearly $56,000 premium trim , the audi q7 comes robustly equipped with a power lift gate , leather upholstery , tri zone climate control , six airbags , a two channel tana ramic sunroof , front and rear parking sensors and a collision warning system with automatic braking that senses both vehicles and pedestrians .",trim,premium,pos
235,18,"in the simplest nearly $56,000 premium trim , the audi q7 comes robustly equipped with a power lift gate , leather upholstery , tri zone climate control , six airbags , a two channel tana ramic sunroof , front and rear parking sensors and a collision warning system with automatic braking that senses both vehicles and pedestrians .",equipment,robustly equipped,pos
235,18,"in the simplest nearly $56,000 premium trim , the audi q7 comes robustly equipped with a power lift gate , leather upholstery , tri zone climate control , six airbags , a two channel tana ramic sunroof , front and rear parking sensors and a collision warning system with automatic braking that senses both vehicles and pedestrians .",lift gate,power,pos
235,18,"in the simplest nearly $56,000 premium trim , the audi q7 comes robustly equipped with a power lift gate , leather upholstery , tri zone climate control , six airbags , a two channel tana ramic sunroof , front and rear parking sensors and a collision warning system with automatic braking that senses both vehicles and pedestrians .",upholstery,leather,pos
235,18,"in the simplest nearly $56,000 premium trim , the audi q7 comes robustly equipped with a power lift gate , leather upholstery , tri zone climate control , six airbags , a two channel tana ramic sunroof , front and rear parking sensors and a collision warning system with automatic braking that senses both vehicles and pedestrians .",sunroof,two channel,neu
235,18,"in the simplest nearly $56,000 premium trim , the audi q7 comes robustly equipped with a power lift gate , leather upholstery , tri zone climate control , six airbags , a two channel tana ramic sunroof , front and rear parking sensors and a collision warning system with automatic braking that senses both vehicles and pedestrians .",sunroof,panoramic,pos
235,18,"in the simplest nearly $56,000 premium trim , the audi q7 comes robustly equipped with a power lift gate , leather upholstery , tri zone climate control , six airbags , a two channel tana ramic sunroof , front and rear parking sensors and a collision warning system with automatic braking that senses both vehicles and pedestrians .",automatic braking,senses both vehicles and pedestrians,pos
235,19,"naturally , you can also outfit you're q7 with a bevy of fancy pants .",-,-,-
235,20,"add ons like a foot activated tailgate led headlights , navigation with a retractable 8.3 inch display , replacing the standard seven inch unit . a gesture control pad with handwriting recognition and dorado and apple carplay compatibility , a 23 speaker bang and olufsen premium audio system , a4 zone climate control , rear thorax air bags , a rear seat entertainment package and a 360 degree camera system .",audio system,premium,pos
235,20,"add ons like a foot activated tailgate led headlights , navigation with a retractable 8.3 inch display , replacing the standard seven inch unit . a gesture control pad with handwriting recognition and dorado and apple carplay compatibility , a 23 speaker bang and olufsen premium audio system , a4 zone climate control , rear thorax air bags , a rear seat entertainment package and a 360 degree camera system .",tailgate,foot activated,pos
235,21,"it's a lot of fun to play with as long as you're blowing out your retirement on a luxury suv . why not also add nightvision assist with pedestrian and large animal detection and the driver assistance package , featuring active lane departure mitigation and adaptive cruise control with semi autonomous low speeds , steering throttle and breaking .",car,lot of fun to play,pos
235,21,"it's a lot of fun to play with as long as you're blowing out your retirement on a luxury suv . why not also add nightvision assist with pedestrian and large animal detection and the driver assistance package , featuring active lane departure mitigation and adaptive cruise control with semi autonomous low speeds , steering throttle and breaking .",car,luxury,pos
235,22,"play your cards right , and it's possible to spend more than $85,000 on an absolutely loaded q7 prestige trip pricewise .",pricewise,absolutely loaded,pos
235,22,"play your cards right , and it's possible to spend more than $85,000 on an absolutely loaded q7 prestige trip pricewise .",pricewise,q7 prestige trip,neu
235,23,"the entry level q7 falls approximately in line with the five passenger bmw x5 and mercedes-benz glk350 xc90 r8 value priced alternative . check out the acura mdx that also seat seven for roughly $10,000 cheaper base price q7 , though it's a proper luxury vehicle , a legitimate family hauler that's also enjoy to drive and to live with . if somehow your wants and your needs and your budget have aligned and brought you to the magical land of luxury suvs , the audi q7 deserves your attention .",audi q7,deserves attention,pos
235,23,"the entry level q7 falls approximately in line with the five passenger bmw x5 and mercedes-benz glk350 xc90 r8 value priced alternative . check out the acura mdx that also seat seven for roughly $10,000 cheaper base price q7 , though it's a proper luxury vehicle , a legitimate family hauler that's also enjoy to drive and to live with . if somehow your wants and your needs and your budget have aligned and brought you to the magical land of luxury suvs , the audi q7 deserves your attention .",audi q7,luxury suv,pos
235,23,"the entry level q7 falls approximately in line with the five passenger bmw x5 and mercedes-benz glk350 xc90 r8 value priced alternative . check out the acura mdx that also seat seven for roughly $10,000 cheaper base price q7 , though it's a proper luxury vehicle , a legitimate family hauler that's also enjoy to drive and to live with . if somehow your wants and your needs and your budget have aligned and brought you to the magical land of luxury suvs , the audi q7 deserves your attention .",vehicle,proper luxury,pos
235,23,"the entry level q7 falls approximately in line with the five passenger bmw x5 and mercedes-benz glk350 xc90 r8 value priced alternative . check out the acura mdx that also seat seven for roughly $10,000 cheaper base price q7 , though it's a proper luxury vehicle , a legitimate family hauler that's also enjoy to drive and to live with . if somehow your wants and your needs and your budget have aligned and brought you to the magical land of luxury suvs , the audi q7 deserves your attention .",vehicle,legitimate family hauler,pos
235,23,"the entry level q7 falls approximately in line with the five passenger bmw x5 and mercedes-benz glk350 xc90 r8 value priced alternative . check out the acura mdx that also seat seven for roughly $10,000 cheaper base price q7 , though it's a proper luxury vehicle , a legitimate family hauler that's also enjoy to drive and to live with . if somehow your wants and your needs and your budget have aligned and brought you to the magical land of luxury suvs , the audi q7 deserves your attention .",drive,enjoy,pos
235,23,"the entry level q7 falls approximately in line with the five passenger bmw x5 and mercedes-benz glk350 xc90 r8 value priced alternative . check out the acura mdx that also seat seven for roughly $10,000 cheaper base price q7 , though it's a proper luxury vehicle , a legitimate family hauler that's also enjoy to drive and to live with . if somehow your wants and your needs and your budget have aligned and brought you to the magical land of luxury suvs , the audi q7 deserves your attention .",car,enjoy to live with,pos
237,1,"the audi q5 is a compact luxury suv that does pretty much everything . well , we could leave it at that . but in honor of ms davis , my high school english teacher used to always say , mr museo , you're not looking deep enough .",size,compact,neg
237,1,"the audi q5 is a compact luxury suv that does pretty much everything . well , we could leave it at that . but in honor of ms davis , my high school english teacher used to always say , mr museo , you're not looking deep enough .",car,luxury,pos
237,1,"the audi q5 is a compact luxury suv that does pretty much everything . well , we could leave it at that . but in honor of ms davis , my high school english teacher used to always say , mr museo , you're not looking deep enough .",car,does pretty much everything,pos
237,2,"let's dig a little deeper first , the fawning praise interior emerges top quality materials with a crisp modern aesthetic , as if the dude who designs bond villain layers chose to dabble in the automotive realm . modernism aside , the cockpit is a usable space with unfussy controls .",interior,fawning praise,pos
237,2,"let's dig a little deeper first , the fawning praise interior emerges top quality materials with a crisp modern aesthetic , as if the dude who designs bond villain layers chose to dabble in the automotive realm . modernism aside , the cockpit is a usable space with unfussy controls .",materials,top quality,pos
237,2,"let's dig a little deeper first , the fawning praise interior emerges top quality materials with a crisp modern aesthetic , as if the dude who designs bond villain layers chose to dabble in the automotive realm . modernism aside , the cockpit is a usable space with unfussy controls .",looks,crisp,pos
237,2,"let's dig a little deeper first , the fawning praise interior emerges top quality materials with a crisp modern aesthetic , as if the dude who designs bond villain layers chose to dabble in the automotive realm . modernism aside , the cockpit is a usable space with unfussy controls .",looks,modern aesthetics,pos
237,2,"let's dig a little deeper first , the fawning praise interior emerges top quality materials with a crisp modern aesthetic , as if the dude who designs bond villain layers chose to dabble in the automotive realm . modernism aside , the cockpit is a usable space with unfussy controls .",looks,modernism,pos
237,2,"let's dig a little deeper first , the fawning praise interior emerges top quality materials with a crisp modern aesthetic , as if the dude who designs bond villain layers chose to dabble in the automotive realm . modernism aside , the cockpit is a usable space with unfussy controls .",cockpit,usable space,pos
237,2,"let's dig a little deeper first , the fawning praise interior emerges top quality materials with a crisp modern aesthetic , as if the dude who designs bond villain layers chose to dabble in the automotive realm . modernism aside , the cockpit is a usable space with unfussy controls .",controls,unfussy,pos
237,3,supportive long haul were the standard powered front seats and a long list of indulgent features .,long haul,supportive,pos
237,3,supportive long haul were the standard powered front seats and a long list of indulgent features .,front seats,powered,pos
237,3,supportive long haul were the standard powered front seats and a long list of indulgent features .,features,list of indulgent,pos
237,4,we'll get to you shortly .,-,-,-
237,5,"the backseats are everybody's plush is the front seats like a nice material quality , but i do have some notes . the second row sound slides and declines , but even in the most laid back position , that could use a little more lean . and if you're banished to the middle seat , this incredibly high center tunnel means either adopt this ludicrous position or you put your feet on the floor , where they jam up against the front seat rails . if you'll excuse me , i'm going to move back here .",backseats,everybody's plush,pos
237,5,"the backseats are everybody's plush is the front seats like a nice material quality , but i do have some notes . the second row sound slides and declines , but even in the most laid back position , that could use a little more lean . and if you're banished to the middle seat , this incredibly high center tunnel means either adopt this ludicrous position or you put your feet on the floor , where they jam up against the front seat rails . if you'll excuse me , i'm going to move back here .",front seats,nice material quality,pos
237,5,"the backseats are everybody's plush is the front seats like a nice material quality , but i do have some notes . the second row sound slides and declines , but even in the most laid back position , that could use a little more lean . and if you're banished to the middle seat , this incredibly high center tunnel means either adopt this ludicrous position or you put your feet on the floor , where they jam up against the front seat rails . if you'll excuse me , i'm going to move back here .",front seats sound,some notes,neg
237,5,"the backseats are everybody's plush is the front seats like a nice material quality , but i do have some notes . the second row sound slides and declines , but even in the most laid back position , that could use a little more lean . and if you're banished to the middle seat , this incredibly high center tunnel means either adopt this ludicrous position or you put your feet on the floor , where they jam up against the front seat rails . if you'll excuse me , i'm going to move back here .",second row sound,slides and declines,neg
237,5,"the backseats are everybody's plush is the front seats like a nice material quality , but i do have some notes . the second row sound slides and declines , but even in the most laid back position , that could use a little more lean . and if you're banished to the middle seat , this incredibly high center tunnel means either adopt this ludicrous position or you put your feet on the floor , where they jam up against the front seat rails . if you'll excuse me , i'm going to move back here .",most laid back position,could use a little more lean,neg
237,5,"the backseats are everybody's plush is the front seats like a nice material quality , but i do have some notes . the second row sound slides and declines , but even in the most laid back position , that could use a little more lean . and if you're banished to the middle seat , this incredibly high center tunnel means either adopt this ludicrous position or you put your feet on the floor , where they jam up against the front seat rails . if you'll excuse me , i'm going to move back here .",center tunnel,incredibly high,neg
237,5,"the backseats are everybody's plush is the front seats like a nice material quality , but i do have some notes . the second row sound slides and declines , but even in the most laid back position , that could use a little more lean . and if you're banished to the middle seat , this incredibly high center tunnel means either adopt this ludicrous position or you put your feet on the floor , where they jam up against the front seat rails . if you'll excuse me , i'm going to move back here .",middle seat,ludicrous position,neg
237,5,"the backseats are everybody's plush is the front seats like a nice material quality , but i do have some notes . the second row sound slides and declines , but even in the most laid back position , that could use a little more lean . and if you're banished to the middle seat , this incredibly high center tunnel means either adopt this ludicrous position or you put your feet on the floor , where they jam up against the front seat rails . if you'll excuse me , i'm going to move back here .",middle seat legroom,jam up against front seat rails,neg
237,6,"the takeaway save the middle spot for child duty , and the rear quarters worked just fine at the option of panoramic moonroof .",rear quarters,work just fine,pos
237,6,"the takeaway save the middle spot for child duty , and the rear quarters worked just fine at the option of panoramic moonroof .",roof,panoramic,pos
237,6,"the takeaway save the middle spot for child duty , and the rear quarters worked just fine at the option of panoramic moonroof .",roof,moon,pos
237,7,"and the already delightful cabin feels bright , open and even more delightful before leaving the interior .",cabin,delightful,pos
237,7,"and the already delightful cabin feels bright , open and even more delightful before leaving the interior .",cabin,feels bright,pos
237,7,"and the already delightful cabin feels bright , open and even more delightful before leaving the interior .",cabin,open,pos
237,7,"and the already delightful cabin feels bright , open and even more delightful before leaving the interior .",interior,even more delightful,pos
237,8,"though some of our editors dislike the small cup holders , your cup holder aficionado , you have been warned outside , despite a mr potato head application of signature audi design elements when splashed across a q5 sized canvas , the result is a handsome , sculpted and desirable suv .",cup holders,small,neg
237,8,"though some of our editors dislike the small cup holders , your cup holder aficionado , you have been warned outside , despite a mr potato head application of signature audi design elements when splashed across a q5 sized canvas , the result is a handsome , sculpted and desirable suv .",cup holders,dislike,neg
237,8,"though some of our editors dislike the small cup holders , your cup holder aficionado , you have been warned outside , despite a mr potato head application of signature audi design elements when splashed across a q5 sized canvas , the result is a handsome , sculpted and desirable suv .",looks,handsome,pos
237,8,"though some of our editors dislike the small cup holders , your cup holder aficionado , you have been warned outside , despite a mr potato head application of signature audi design elements when splashed across a q5 sized canvas , the result is a handsome , sculpted and desirable suv .",looks,sculpted,pos
237,8,"though some of our editors dislike the small cup holders , your cup holder aficionado , you have been warned outside , despite a mr potato head application of signature audi design elements when splashed across a q5 sized canvas , the result is a handsome , sculpted and desirable suv .",looks,desirable,pos
237,9,"underneath this q7 like clamshell hatch , we find a nicely shaped 26.8 cubic foot cargo hold , lowering the 40 2040 split rear seats more than doubles . that figure , though , before pulling the conveniently placed releases you might want to remove , the head rests .",cargo hold,nicely shaped,pos
237,9,"underneath this q7 like clamshell hatch , we find a nicely shaped 26.8 cubic foot cargo hold , lowering the 40 2040 split rear seats more than doubles . that figure , though , before pulling the conveniently placed releases you might want to remove , the head rests .",releases,conveniently placed,pos
237,9,"underneath this q7 like clamshell hatch , we find a nicely shaped 26.8 cubic foot cargo hold , lowering the 40 2040 split rear seats more than doubles . that figure , though , before pulling the conveniently placed releases you might want to remove , the head rests .",rear seats,split 40 2040,neu
237,10,"powering the audi q5 is a turbo charged , two litre four cylinder engine , providing a max operating a 44 £100 fuel economy that , while not amazing for a compact suv , is actually quite good for a compact luxury suv inaction . the turbo four delivers refined power delivery , and when the situation demands spirit of acceleration , handling gear changes , a7 speed , dual clutch transmission and an operation , it delivers the kind of rapid shift you'd expect from a dual clutch , very seamless operation , slightly marred by a little bit of a surgeon . tendency from the turbocharged engine in the transmission power is channeled to a standard cuatro all wheel drive system that , or improved efficiency directs . talk to the front wheels during normal driving , however , when needed , an electromechanical , multi plate clutch and rear prop shaft sludge engaged to rapidly send up to 100% of the engine's output , rearward imparting the q5 with lively handling and all weather grip .",fuel economy,not amazing for a compact suv,neg
237,10,"powering the audi q5 is a turbo charged , two litre four cylinder engine , providing a max operating a 44 £100 fuel economy that , while not amazing for a compact suv , is actually quite good for a compact luxury suv inaction . the turbo four delivers refined power delivery , and when the situation demands spirit of acceleration , handling gear changes , a7 speed , dual clutch transmission and an operation , it delivers the kind of rapid shift you'd expect from a dual clutch , very seamless operation , slightly marred by a little bit of a surgeon . tendency from the turbocharged engine in the transmission power is channeled to a standard cuatro all wheel drive system that , or improved efficiency directs . talk to the front wheels during normal driving , however , when needed , an electromechanical , multi plate clutch and rear prop shaft sludge engaged to rapidly send up to 100% of the engine's output , rearward imparting the q5 with lively handling and all weather grip .",fuel economy,actually quite good for a compact luxury suv,pos
237,10,"powering the audi q5 is a turbo charged , two litre four cylinder engine , providing a max operating a 44 £100 fuel economy that , while not amazing for a compact suv , is actually quite good for a compact luxury suv inaction . the turbo four delivers refined power delivery , and when the situation demands spirit of acceleration , handling gear changes , a7 speed , dual clutch transmission and an operation , it delivers the kind of rapid shift you'd expect from a dual clutch , very seamless operation , slightly marred by a little bit of a surgeon . tendency from the turbocharged engine in the transmission power is channeled to a standard cuatro all wheel drive system that , or improved efficiency directs . talk to the front wheels during normal driving , however , when needed , an electromechanical , multi plate clutch and rear prop shaft sludge engaged to rapidly send up to 100% of the engine's output , rearward imparting the q5 with lively handling and all weather grip .",power delivery,refined,pos
237,10,"powering the audi q5 is a turbo charged , two litre four cylinder engine , providing a max operating a 44 £100 fuel economy that , while not amazing for a compact suv , is actually quite good for a compact luxury suv inaction . the turbo four delivers refined power delivery , and when the situation demands spirit of acceleration , handling gear changes , a7 speed , dual clutch transmission and an operation , it delivers the kind of rapid shift you'd expect from a dual clutch , very seamless operation , slightly marred by a little bit of a surgeon . tendency from the turbocharged engine in the transmission power is channeled to a standard cuatro all wheel drive system that , or improved efficiency directs . talk to the front wheels during normal driving , however , when needed , an electromechanical , multi plate clutch and rear prop shaft sludge engaged to rapidly send up to 100% of the engine's output , rearward imparting the q5 with lively handling and all weather grip .",shift,kind of rapid,pos
237,10,"powering the audi q5 is a turbo charged , two litre four cylinder engine , providing a max operating a 44 £100 fuel economy that , while not amazing for a compact suv , is actually quite good for a compact luxury suv inaction . the turbo four delivers refined power delivery , and when the situation demands spirit of acceleration , handling gear changes , a7 speed , dual clutch transmission and an operation , it delivers the kind of rapid shift you'd expect from a dual clutch , very seamless operation , slightly marred by a little bit of a surgeon . tendency from the turbocharged engine in the transmission power is channeled to a standard cuatro all wheel drive system that , or improved efficiency directs . talk to the front wheels during normal driving , however , when needed , an electromechanical , multi plate clutch and rear prop shaft sludge engaged to rapidly send up to 100% of the engine's output , rearward imparting the q5 with lively handling and all weather grip .",shift operation,very seamless,pos
