,id,segment_id,review,aspect,opinion,sentiment,topic
177,17,10,"There's virtually zero lag from the twin turbo , two liter inline four that powers the X3 and shifts on the excellent eight speed automatic transmission are expeditious and well spaced , even in comfort mode . Flip it into sport and things become a little bit more interesting . The gears air held longer and the acceleration is more immediate . Things get a lot more BMW . I want more control and quick acceleration . Situations simply hit .",sports mode,situations simply hit,pos,handling
178,17,11,"These ride feels well , except for the fact that I'm sitting up high doesn't really feel like a SUV . It feels more sedan like chassis is rigid but firm in all the right moment , and the suspension is rigid but comfortable . It really strikes a nice balance . It's a jumped herbal , so totally making that a word steering has a nice resistance in my hands . It's responsive , and it's quick . It's kind of like Goldie Locks in this car . It's a really great driver . Both rear and all wheel drive options are available on the X3 .",ride,feels well,pos,handling
179,17,11,"These ride feels well , except for the fact that I'm sitting up high doesn't really feel like a SUV . It feels more sedan like chassis is rigid but firm in all the right moment , and the suspension is rigid but comfortable . It really strikes a nice balance . It's a jumped herbal , so totally making that a word steering has a nice resistance in my hands . It's responsive , and it's quick . It's kind of like Goldie Locks in this car . It's a really great driver . Both rear and all wheel drive options are available on the X3 .",sitting,up high,pos,comfort
180,17,11,"These ride feels well , except for the fact that I'm sitting up high doesn't really feel like a SUV . It feels more sedan like chassis is rigid but firm in all the right moment , and the suspension is rigid but comfortable . It really strikes a nice balance . It's a jumped herbal , so totally making that a word steering has a nice resistance in my hands . It's responsive , and it's quick . It's kind of like Goldie Locks in this car . It's a really great driver . Both rear and all wheel drive options are available on the X3 .",feels,more like sedan,neu,user-experience
181,17,11,"These ride feels well , except for the fact that I'm sitting up high doesn't really feel like a SUV . It feels more sedan like chassis is rigid but firm in all the right moment , and the suspension is rigid but comfortable . It really strikes a nice balance . It's a jumped herbal , so totally making that a word steering has a nice resistance in my hands . It's responsive , and it's quick . It's kind of like Goldie Locks in this car . It's a really great driver . Both rear and all wheel drive options are available on the X3 .",chassis,rigid but firm at right places,pos,handling
182,17,11,"These ride feels well , except for the fact that I'm sitting up high doesn't really feel like a SUV . It feels more sedan like chassis is rigid but firm in all the right moment , and the suspension is rigid but comfortable . It really strikes a nice balance . It's a jumped herbal , so totally making that a word steering has a nice resistance in my hands . It's responsive , and it's quick . It's kind of like Goldie Locks in this car . It's a really great driver . Both rear and all wheel drive options are available on the X3 .",suspension,rigid but comfortable,pos,handling
183,17,11,"These ride feels well , except for the fact that I'm sitting up high doesn't really feel like a SUV . It feels more sedan like chassis is rigid but firm in all the right moment , and the suspension is rigid but comfortable . It really strikes a nice balance . It's a jumped herbal , so totally making that a word steering has a nice resistance in my hands . It's responsive , and it's quick . It's kind of like Goldie Locks in this car . It's a really great driver . Both rear and all wheel drive options are available on the X3 .",balance,strikes nice,pos,handling
184,17,11,"These ride feels well , except for the fact that I'm sitting up high doesn't really feel like a SUV . It feels more sedan like chassis is rigid but firm in all the right moment , and the suspension is rigid but comfortable . It really strikes a nice balance . It's a jumped herbal , so totally making that a word steering has a nice resistance in my hands . It's responsive , and it's quick . It's kind of like Goldie Locks in this car . It's a really great driver . Both rear and all wheel drive options are available on the X3 .",steering,nice resistance,pos,handling
185,17,11,"These ride feels well , except for the fact that I'm sitting up high doesn't really feel like a SUV . It feels more sedan like chassis is rigid but firm in all the right moment , and the suspension is rigid but comfortable . It really strikes a nice balance . It's a jumped herbal , so totally making that a word steering has a nice resistance in my hands . It's responsive , and it's quick . It's kind of like Goldie Locks in this car . It's a really great driver . Both rear and all wheel drive options are available on the X3 .",steering,responsive,pos,handling
186,17,11,"These ride feels well , except for the fact that I'm sitting up high doesn't really feel like a SUV . It feels more sedan like chassis is rigid but firm in all the right moment , and the suspension is rigid but comfortable . It really strikes a nice balance . It's a jumped herbal , so totally making that a word steering has a nice resistance in my hands . It's responsive , and it's quick . It's kind of like Goldie Locks in this car . It's a really great driver . Both rear and all wheel drive options are available on the X3 .",steering,quick,pos,handling
187,17,11,"These ride feels well , except for the fact that I'm sitting up high doesn't really feel like a SUV . It feels more sedan like chassis is rigid but firm in all the right moment , and the suspension is rigid but comfortable . It really strikes a nice balance . It's a jumped herbal , so totally making that a word steering has a nice resistance in my hands . It's responsive , and it's quick . It's kind of like Goldie Locks in this car . It's a really great driver . Both rear and all wheel drive options are available on the X3 .",drive,really really great,pos,handling
188,17,11,"These ride feels well , except for the fact that I'm sitting up high doesn't really feel like a SUV . It feels more sedan like chassis is rigid but firm in all the right moment , and the suspension is rigid but comfortable . It really strikes a nice balance . It's a jumped herbal , so totally making that a word steering has a nice resistance in my hands . It's responsive , and it's quick . It's kind of like Goldie Locks in this car . It's a really great driver . Both rear and all wheel drive options are available on the X3 .",inside,kind of like Goldie locks,pos,interior-features
189,17,12,"Personally , I'd pony up the extra $2000 for the X Drive system , with its enhanced traction handling and off road capabilities .",X Drive System,enhanced traction handling,pos,handling
190,17,12,"Personally , I'd pony up the extra $2000 for the X Drive system , with its enhanced traction handling and off road capabilities .",X Drive System,offroad capabilities,pos,handling
191,17,13,"I know not many of these things are gonna get dirty , but they should , huh ?",-,-,-,unknown
192,17,14,"Base price on the rear wheel drive model starts around $42,000 including destination doing basic math . That's $44,000 for all wheel drive if performance is what you're after .",-,-,-,unknown
193,17,15,"The X3 also comes in a nearly $12,000 pricier M line performance edition that both larger intakes , side skirt trim and a diffuser style rear apron , all of which are designed to improve downforce .",price,pricier,neg,cost
194,17,15,"The X3 also comes in a nearly $12,000 pricier M line performance edition that both larger intakes , side skirt trim and a diffuser style rear apron , all of which are designed to improve downforce .",downforce,improved,pos,quality-aesthetic
195,17,15,"The X3 also comes in a nearly $12,000 pricier M line performance edition that both larger intakes , side skirt trim and a diffuser style rear apron , all of which are designed to improve downforce .",rear apron,diffuser style,neu,quality-aesthetic
196,17,15,"The X3 also comes in a nearly $12,000 pricier M line performance edition that both larger intakes , side skirt trim and a diffuser style rear apron , all of which are designed to improve downforce .",trim,side skirt,neu,quality-aesthetic
197,17,15,"The X3 also comes in a nearly $12,000 pricier M line performance edition that both larger intakes , side skirt trim and a diffuser style rear apron , all of which are designed to improve downforce .",intakes,larger,pos,quality-aesthetic
198,17,16,"It's powered by BMW twin powered , turbo charged three liter inline six . That makes it pretty beefed up numbers . Fuel economy numbers for the to leader X try Vir in line with segment . The M 40 I numbers are expectedly smaller , but not by much .",engine,pretty beefed up numbers,pos,performance
199,17,17,"Adding the M performance version was an a plus move in our book , considering the X3 competition reads like a who's who of first world problems , some of whom offer legitimate high performance track where the options portion Makhan with the performance package . Audi S Q5 , the Mercedes-Benz AM GLC 43 63 the Alfa Romeo Stelvio Quadra Folio . Also vying for your luxury SUV allowance . R Jag U Ars F aced Lexus and X Range Rovers , Volare , Accurate RDX and the Volvo XC60 . It's a pool party and everyone is invited .",M performance version,plus move,pos,general-information
200,17,18,The options sheet for the X3 reads like a New Yorker article . Prolific dynamic handling package includes variable sport steering and sport breaks and dynamic damper control for improved ride quality .,dynamic handling package,prolific,pos,handling
201,17,18,The options sheet for the X3 reads like a New Yorker article . Prolific dynamic handling package includes variable sport steering and sport breaks and dynamic damper control for improved ride quality .,steering,variable,pos,handling
202,17,18,The options sheet for the X3 reads like a New Yorker article . Prolific dynamic handling package includes variable sport steering and sport breaks and dynamic damper control for improved ride quality .,steering,sport,pos,handling
203,17,18,The options sheet for the X3 reads like a New Yorker article . Prolific dynamic handling package includes variable sport steering and sport breaks and dynamic damper control for improved ride quality .,brakes,sport,pos,handling
204,17,18,The options sheet for the X3 reads like a New Yorker article . Prolific dynamic handling package includes variable sport steering and sport breaks and dynamic damper control for improved ride quality .,damper control,dynamic,pos,handling
205,17,18,The options sheet for the X3 reads like a New Yorker article . Prolific dynamic handling package includes variable sport steering and sport breaks and dynamic damper control for improved ride quality .,ride quality,improved,pos,handling
206,17,19,"19 inch wheels come standard , though you can opt for twenties or 20 ones .",-,-,-,unknown
207,17,20,"The driving assistance plus package gets safety tech for those who like the idea of not crashing with features including active cruise control lane keeping assists with side collision avoidance , front cross traffic alerts and traffic jam ist ist apple Carplay is a $300 option .",-,-,-,unknown
208,17,21,"Well , because it's wireless , which we actually like , and we can't wait until this is an option that's free and every car . Android auto is a no dollar option because it's not offered . Okay , it's not yet .",Android auto,wireless,pos,user-experience
209,17,21,"Well , because it's wireless , which we actually like , and we can't wait until this is an option that's free and every car . Android auto is a no dollar option because it's not offered . Okay , it's not yet .",Android auto,like,pos,user-experience
210,17,22,"This model were testing comes with all of those available packages and also comes with a sticker price of about $57,700 .",-,-,-,unknown
211,17,23,"With rising consumer interest in SUVs and a fierce competitive set theme , W needs the latest X3 to represent them well . And it does . Sure , you can find a well equipped luxury SUV at a lower price point . But if you're looking for a luxurious German import , that's really satisfying to drive well , this X mark the spot .",drive,really satisfying,pos,handling
212,17,23,"With rising consumer interest in SUVs and a fierce competitive set theme , W needs the latest X3 to represent them well . And it does . Sure , you can find a well equipped luxury SUV at a lower price point . But if you're looking for a luxurious German import , that's really satisfying to drive well , this X mark the spot .",X3,luxurious,pos,quality-aesthetic
213,18,1,"Ever since the Z8 roadster waved its final goodbye in 2003 sports car enthusiast have been patiently awaiting the arrival of BMW is next performance . Halo Car . The German automaker could have played it safe and developed another no holds bar supercar like the Audi R8 Lexus L affair Mercedes-Benz s a less but instead BMW double dad on their efficient dynamics engineering philosophy and produce this A8 looking like something straight out of an ad sponsored sci fi film . The main story Behind the eye . It comes down to 24 thinking technologies , a lightweight carbon fiber reinforced plastic body and a sophisticated plug in hybrid powertrain . Holding it all together is an aluminum drive module , which is simply BMW's fancy way of saying chassis .",look,straight out of an ad sponsored sci fi film,pos,quality-aesthetic
214,18,1,"Ever since the Z8 roadster waved its final goodbye in 2003 sports car enthusiast have been patiently awaiting the arrival of BMW is next performance . Halo Car . The German automaker could have played it safe and developed another no holds bar supercar like the Audi R8 Lexus L affair Mercedes-Benz s a less but instead BMW double dad on their efficient dynamics engineering philosophy and produce this A8 looking like something straight out of an ad sponsored sci fi film . The main story Behind the eye . It comes down to 24 thinking technologies , a lightweight carbon fiber reinforced plastic body and a sophisticated plug in hybrid powertrain . Holding it all together is an aluminum drive module , which is simply BMW's fancy way of saying chassis .",technologies,24 thinking,neu,interior-features
215,18,1,"Ever since the Z8 roadster waved its final goodbye in 2003 sports car enthusiast have been patiently awaiting the arrival of BMW is next performance . Halo Car . The German automaker could have played it safe and developed another no holds bar supercar like the Audi R8 Lexus L affair Mercedes-Benz s a less but instead BMW double dad on their efficient dynamics engineering philosophy and produce this A8 looking like something straight out of an ad sponsored sci fi film . The main story Behind the eye . It comes down to 24 thinking technologies , a lightweight carbon fiber reinforced plastic body and a sophisticated plug in hybrid powertrain . Holding it all together is an aluminum drive module , which is simply BMW's fancy way of saying chassis .",weight,lightweight,pos,performance
216,18,1,"Ever since the Z8 roadster waved its final goodbye in 2003 sports car enthusiast have been patiently awaiting the arrival of BMW is next performance . Halo Car . The German automaker could have played it safe and developed another no holds bar supercar like the Audi R8 Lexus L affair Mercedes-Benz s a less but instead BMW double dad on their efficient dynamics engineering philosophy and produce this A8 looking like something straight out of an ad sponsored sci fi film . The main story Behind the eye . It comes down to 24 thinking technologies , a lightweight carbon fiber reinforced plastic body and a sophisticated plug in hybrid powertrain . Holding it all together is an aluminum drive module , which is simply BMW's fancy way of saying chassis .",powertrain,sophisticated,pos,performance
217,18,2,Completing this oven guard formula are vertical opening scissor doors because nothing says progressive .,formula,avant garde,pos,quality-aesthetic
218,18,2,Completing this oven guard formula are vertical opening scissor doors because nothing says progressive .,doors,scissor,neu,exterior-features
219,18,2,Completing this oven guard formula are vertical opening scissor doors because nothing says progressive .,doors,vertical opening,neu,exterior-features
220,18,2,Completing this oven guard formula are vertical opening scissor doors because nothing says progressive .,doors,progressive,pos,exterior-features
221,18,3,"Like a 40 year old concept , the eye A8 doesn't look futuristic just for the sake of it . Virtually every design element serves a purpose , like this functional hood vent Ah , front apron port that creates an air curtain around the front wheels to help reduce drag . A rear intake channel , it provides air to the three cylinder gas engine and this rear balance that well , I think that's just for show .",looks,futuristic,pos,quality-aesthetic
222,18,3,"Like a 40 year old concept , the eye A8 doesn't look futuristic just for the sake of it . Virtually every design element serves a purpose , like this functional hood vent Ah , front apron port that creates an air curtain around the front wheels to help reduce drag . A rear intake channel , it provides air to the three cylinder gas engine and this rear balance that well , I think that's just for show .",design element,serves purpose,pos,quality-aesthetic
223,18,3,"Like a 40 year old concept , the eye A8 doesn't look futuristic just for the sake of it . Virtually every design element serves a purpose , like this functional hood vent Ah , front apron port that creates an air curtain around the front wheels to help reduce drag . A rear intake channel , it provides air to the three cylinder gas engine and this rear balance that well , I think that's just for show .",front apron port,reduce drag,pos,performance
224,18,3,"Like a 40 year old concept , the eye A8 doesn't look futuristic just for the sake of it . Virtually every design element serves a purpose , like this functional hood vent Ah , front apron port that creates an air curtain around the front wheels to help reduce drag . A rear intake channel , it provides air to the three cylinder gas engine and this rear balance that well , I think that's just for show .",hood vent,functional,pos,performance
225,18,3,"Like a 40 year old concept , the eye A8 doesn't look futuristic just for the sake of it . Virtually every design element serves a purpose , like this functional hood vent Ah , front apron port that creates an air curtain around the front wheels to help reduce drag . A rear intake channel , it provides air to the three cylinder gas engine and this rear balance that well , I think that's just for show .",rear balance,just for show,neg,handling
226,18,4,"Inside high quality reusable materials intertwined with clear contrasts and blue accents to form the most contemporary representation of BMW is current design . Aesthetic shell type front seats and chemically hardened glass further emphasize the eye . It's lightweight nature , but as a great man , never said with great weight savings come great responsibility .",current design,most contemporary,pos,quality-aesthetic
227,18,4,"Inside high quality reusable materials intertwined with clear contrasts and blue accents to form the most contemporary representation of BMW is current design . Aesthetic shell type front seats and chemically hardened glass further emphasize the eye . It's lightweight nature , but as a great man , never said with great weight savings come great responsibility .",accents,blue,neu,quality-aesthetic
228,18,4,"Inside high quality reusable materials intertwined with clear contrasts and blue accents to form the most contemporary representation of BMW is current design . Aesthetic shell type front seats and chemically hardened glass further emphasize the eye . It's lightweight nature , but as a great man , never said with great weight savings come great responsibility .",accents,clear contrast,pos,quality-aesthetic
229,18,4,"Inside high quality reusable materials intertwined with clear contrasts and blue accents to form the most contemporary representation of BMW is current design . Aesthetic shell type front seats and chemically hardened glass further emphasize the eye . It's lightweight nature , but as a great man , never said with great weight savings come great responsibility .",materials,high quality,pos,quality-aesthetic
230,18,4,"Inside high quality reusable materials intertwined with clear contrasts and blue accents to form the most contemporary representation of BMW is current design . Aesthetic shell type front seats and chemically hardened glass further emphasize the eye . It's lightweight nature , but as a great man , never said with great weight savings come great responsibility .",front seats,aesthetic shell type,pos,quality-aesthetic
231,18,4,"Inside high quality reusable materials intertwined with clear contrasts and blue accents to form the most contemporary representation of BMW is current design . Aesthetic shell type front seats and chemically hardened glass further emphasize the eye . It's lightweight nature , but as a great man , never said with great weight savings come great responsibility .",glass,chemically hardened,pos,quality-aesthetic
232,18,4,"Inside high quality reusable materials intertwined with clear contrasts and blue accents to form the most contemporary representation of BMW is current design . Aesthetic shell type front seats and chemically hardened glass further emphasize the eye . It's lightweight nature , but as a great man , never said with great weight savings come great responsibility .",glass,further emphasize the eye,pos,quality-aesthetic
233,18,4,"Inside high quality reusable materials intertwined with clear contrasts and blue accents to form the most contemporary representation of BMW is current design . Aesthetic shell type front seats and chemically hardened glass further emphasize the eye . It's lightweight nature , but as a great man , never said with great weight savings come great responsibility .",weight,lightweight,pos,performance
234,18,5,"Not surprisingly , the eye it is in the most practical car on the road .",practical,not surprisingly most,pos,comfort
235,18,6,The rear seats aren't suitable for anyone other than small children and skilled contortionists and cargo space consists of those two seats and the small cubby hole back here .,rear seats,aren't suitable for anyone,neg,comfort
236,18,6,The rear seats aren't suitable for anyone other than small children and skilled contortionists and cargo space consists of those two seats and the small cubby hole back here .,cargo space,small cubby hole,neg,exterior-features
237,18,7,That's it .,-,-,-,unknown
238,18,8,"By the same token , the weight conscious front seats offer only six way adjustability lumbar support , not being one of them . Then again , most consumers in the market for $137,000 sports car have alternative forms of transportation at their disposal , making the matter of everyday versatility a non issue .",front seats,weight conscious,neu,interior-features
239,18,8,"By the same token , the weight conscious front seats offer only six way adjustability lumbar support , not being one of them . Then again , most consumers in the market for $137,000 sports car have alternative forms of transportation at their disposal , making the matter of everyday versatility a non issue .",front seats,only six way adjustable,neg,comfort
240,18,8,"By the same token , the weight conscious front seats offer only six way adjustability lumbar support , not being one of them . Then again , most consumers in the market for $137,000 sports car have alternative forms of transportation at their disposal , making the matter of everyday versatility a non issue .",front seats,no lumbar support,neg,comfort
241,18,9,"Changing her focus to the realm for which it was designed by A8 accelerates and handles a BMW should exceptionally composed at high speeds , the eye A8 also carves the corners with a surgeon's precision . This stereo system is truly unique in that it's quite possibly the only electric assistant set up that elicits no criticisms for me regarding feedback are waiting . I think it's fair to say BMW has officially cracked the code on electric steering . Brace yourselves . The Iet's electromechanical steering is so responsive and effortless that hydraulically actuated set up what actually detract from the experience . Deep breaths .",accelerates,as BMW should,pos,performance
242,18,9,"Changing her focus to the realm for which it was designed by A8 accelerates and handles a BMW should exceptionally composed at high speeds , the eye A8 also carves the corners with a surgeon's precision . This stereo system is truly unique in that it's quite possibly the only electric assistant set up that elicits no criticisms for me regarding feedback are waiting . I think it's fair to say BMW has officially cracked the code on electric steering . Brace yourselves . The Iet's electromechanical steering is so responsive and effortless that hydraulically actuated set up what actually detract from the experience . Deep breaths .",handles,as BMW should,pos,handling
243,18,9,"Changing her focus to the realm for which it was designed by A8 accelerates and handles a BMW should exceptionally composed at high speeds , the eye A8 also carves the corners with a surgeon's precision . This stereo system is truly unique in that it's quite possibly the only electric assistant set up that elicits no criticisms for me regarding feedback are waiting . I think it's fair to say BMW has officially cracked the code on electric steering . Brace yourselves . The Iet's electromechanical steering is so responsive and effortless that hydraulically actuated set up what actually detract from the experience . Deep breaths .",high speeds,exceptionally composed,pos,handling
244,18,9,"Changing her focus to the realm for which it was designed by A8 accelerates and handles a BMW should exceptionally composed at high speeds , the eye A8 also carves the corners with a surgeon's precision . This stereo system is truly unique in that it's quite possibly the only electric assistant set up that elicits no criticisms for me regarding feedback are waiting . I think it's fair to say BMW has officially cracked the code on electric steering . Brace yourselves . The Iet's electromechanical steering is so responsive and effortless that hydraulically actuated set up what actually detract from the experience . Deep breaths .",corners,carves with a surgeon precision,pos,handling
245,18,9,"Changing her focus to the realm for which it was designed by A8 accelerates and handles a BMW should exceptionally composed at high speeds , the eye A8 also carves the corners with a surgeon's precision . This stereo system is truly unique in that it's quite possibly the only electric assistant set up that elicits no criticisms for me regarding feedback are waiting . I think it's fair to say BMW has officially cracked the code on electric steering . Brace yourselves . The Iet's electromechanical steering is so responsive and effortless that hydraulically actuated set up what actually detract from the experience . Deep breaths .",stereo system,truly unique,pos,user-experience
246,18,9,"Changing her focus to the realm for which it was designed by A8 accelerates and handles a BMW should exceptionally composed at high speeds , the eye A8 also carves the corners with a surgeon's precision . This stereo system is truly unique in that it's quite possibly the only electric assistant set up that elicits no criticisms for me regarding feedback are waiting . I think it's fair to say BMW has officially cracked the code on electric steering . Brace yourselves . The Iet's electromechanical steering is so responsive and effortless that hydraulically actuated set up what actually detract from the experience . Deep breaths .",electric assistant,no criticism regarding feedback,pos,handling
247,18,9,"Changing her focus to the realm for which it was designed by A8 accelerates and handles a BMW should exceptionally composed at high speeds , the eye A8 also carves the corners with a surgeon's precision . This stereo system is truly unique in that it's quite possibly the only electric assistant set up that elicits no criticisms for me regarding feedback are waiting . I think it's fair to say BMW has officially cracked the code on electric steering . Brace yourselves . The Iet's electromechanical steering is so responsive and effortless that hydraulically actuated set up what actually detract from the experience . Deep breaths .",electric steering,cracked the code,pos,handling
248,18,9,"Changing her focus to the realm for which it was designed by A8 accelerates and handles a BMW should exceptionally composed at high speeds , the eye A8 also carves the corners with a surgeon's precision . This stereo system is truly unique in that it's quite possibly the only electric assistant set up that elicits no criticisms for me regarding feedback are waiting . I think it's fair to say BMW has officially cracked the code on electric steering . Brace yourselves . The Iet's electromechanical steering is so responsive and effortless that hydraulically actuated set up what actually detract from the experience . Deep breaths .",steering,electromechanical,neu,handling
249,18,9,"Changing her focus to the realm for which it was designed by A8 accelerates and handles a BMW should exceptionally composed at high speeds , the eye A8 also carves the corners with a surgeon's precision . This stereo system is truly unique in that it's quite possibly the only electric assistant set up that elicits no criticisms for me regarding feedback are waiting . I think it's fair to say BMW has officially cracked the code on electric steering . Brace yourselves . The Iet's electromechanical steering is so responsive and effortless that hydraulically actuated set up what actually detract from the experience . Deep breaths .",steering,so responsive,pos,handling
250,18,9,"Changing her focus to the realm for which it was designed by A8 accelerates and handles a BMW should exceptionally composed at high speeds , the eye A8 also carves the corners with a surgeon's precision . This stereo system is truly unique in that it's quite possibly the only electric assistant set up that elicits no criticisms for me regarding feedback are waiting . I think it's fair to say BMW has officially cracked the code on electric steering . Brace yourselves . The Iet's electromechanical steering is so responsive and effortless that hydraulically actuated set up what actually detract from the experience . Deep breaths .",steering,effortless,pos,handling
251,18,9,"Changing her focus to the realm for which it was designed by A8 accelerates and handles a BMW should exceptionally composed at high speeds , the eye A8 also carves the corners with a surgeon's precision . This stereo system is truly unique in that it's quite possibly the only electric assistant set up that elicits no criticisms for me regarding feedback are waiting . I think it's fair to say BMW has officially cracked the code on electric steering . Brace yourselves . The Iet's electromechanical steering is so responsive and effortless that hydraulically actuated set up what actually detract from the experience . Deep breaths .",steering,hydraulically actuated,neu,handling
252,18,10,"In terms of running gear , the eye A8 pairs an internal combustion engine that drives the rear wheels with an electric motor generator unit energized by a lithium ion battery that powers the front wheels . Combined output is 357 horsepower in £420 feet of torque for claim , 0 to 60 time of 4.2 seconds . Better yet , BMW tune the exhaust note of the turbo charged three cylinder engine to admit the baritone Barkalow V8 . Sure , you could have had a V8 , but this is better for a number of reasons , the first being efficiency . Following a 3.5 hour charge on a standard 110 volt household outlet , 1.5 hours with a 220 volt charging station , V8 can travel roughly 22 miles on electricity alone at speeds of up to 75 miles per hour before the conventional engine kicks in to deliver an extra 300 miles of range . We logged 18 miles of all electric driving in real world conditions , meaning the eye . It delivers the straight line acceleration of a BMW m four with the efficiency of a Ford C . Max Energi . No , not at the same time powers ratted to the front wheels , rear wheels or anywhere in between through a hyper intelligent own wheel drive system made it to a lightweight six speed automatic transmission . All told , the BMW A8 weighs in at less than £3300 nearly £200 lighter than the Audi R8 .",exhaust note,tuned,pos,performance
253,18,10,"In terms of running gear , the eye A8 pairs an internal combustion engine that drives the rear wheels with an electric motor generator unit energized by a lithium ion battery that powers the front wheels . Combined output is 357 horsepower in £420 feet of torque for claim , 0 to 60 time of 4.2 seconds . Better yet , BMW tune the exhaust note of the turbo charged three cylinder engine to admit the baritone Barkalow V8 . Sure , you could have had a V8 , but this is better for a number of reasons , the first being efficiency . Following a 3.5 hour charge on a standard 110 volt household outlet , 1.5 hours with a 220 volt charging station , V8 can travel roughly 22 miles on electricity alone at speeds of up to 75 miles per hour before the conventional engine kicks in to deliver an extra 300 miles of range . We logged 18 miles of all electric driving in real world conditions , meaning the eye . It delivers the straight line acceleration of a BMW m four with the efficiency of a Ford C . Max Energi . No , not at the same time powers ratted to the front wheels , rear wheels or anywhere in between through a hyper intelligent own wheel drive system made it to a lightweight six speed automatic transmission . All told , the BMW A8 weighs in at less than £3300 nearly £200 lighter than the Audi R8 .",engine,better efficiency,pos,performance
254,18,10,"In terms of running gear , the eye A8 pairs an internal combustion engine that drives the rear wheels with an electric motor generator unit energized by a lithium ion battery that powers the front wheels . Combined output is 357 horsepower in £420 feet of torque for claim , 0 to 60 time of 4.2 seconds . Better yet , BMW tune the exhaust note of the turbo charged three cylinder engine to admit the baritone Barkalow V8 . Sure , you could have had a V8 , but this is better for a number of reasons , the first being efficiency . Following a 3.5 hour charge on a standard 110 volt household outlet , 1.5 hours with a 220 volt charging station , V8 can travel roughly 22 miles on electricity alone at speeds of up to 75 miles per hour before the conventional engine kicks in to deliver an extra 300 miles of range . We logged 18 miles of all electric driving in real world conditions , meaning the eye . It delivers the straight line acceleration of a BMW m four with the efficiency of a Ford C . Max Energi . No , not at the same time powers ratted to the front wheels , rear wheels or anywhere in between through a hyper intelligent own wheel drive system made it to a lightweight six speed automatic transmission . All told , the BMW A8 weighs in at less than £3300 nearly £200 lighter than the Audi R8 .",drive system,hyper intelligent,pos,performance
255,18,10,"In terms of running gear , the eye A8 pairs an internal combustion engine that drives the rear wheels with an electric motor generator unit energized by a lithium ion battery that powers the front wheels . Combined output is 357 horsepower in £420 feet of torque for claim , 0 to 60 time of 4.2 seconds . Better yet , BMW tune the exhaust note of the turbo charged three cylinder engine to admit the baritone Barkalow V8 . Sure , you could have had a V8 , but this is better for a number of reasons , the first being efficiency . Following a 3.5 hour charge on a standard 110 volt household outlet , 1.5 hours with a 220 volt charging station , V8 can travel roughly 22 miles on electricity alone at speeds of up to 75 miles per hour before the conventional engine kicks in to deliver an extra 300 miles of range . We logged 18 miles of all electric driving in real world conditions , meaning the eye . It delivers the straight line acceleration of a BMW m four with the efficiency of a Ford C . Max Energi . No , not at the same time powers ratted to the front wheels , rear wheels or anywhere in between through a hyper intelligent own wheel drive system made it to a lightweight six speed automatic transmission . All told , the BMW A8 weighs in at less than £3300 nearly £200 lighter than the Audi R8 .",transmission,lightweight,pos,performance
256,18,10,"In terms of running gear , the eye A8 pairs an internal combustion engine that drives the rear wheels with an electric motor generator unit energized by a lithium ion battery that powers the front wheels . Combined output is 357 horsepower in £420 feet of torque for claim , 0 to 60 time of 4.2 seconds . Better yet , BMW tune the exhaust note of the turbo charged three cylinder engine to admit the baritone Barkalow V8 . Sure , you could have had a V8 , but this is better for a number of reasons , the first being efficiency . Following a 3.5 hour charge on a standard 110 volt household outlet , 1.5 hours with a 220 volt charging station , V8 can travel roughly 22 miles on electricity alone at speeds of up to 75 miles per hour before the conventional engine kicks in to deliver an extra 300 miles of range . We logged 18 miles of all electric driving in real world conditions , meaning the eye . It delivers the straight line acceleration of a BMW m four with the efficiency of a Ford C . Max Energi . No , not at the same time powers ratted to the front wheels , rear wheels or anywhere in between through a hyper intelligent own wheel drive system made it to a lightweight six speed automatic transmission . All told , the BMW A8 weighs in at less than £3300 nearly £200 lighter than the Audi R8 .",weight,lighter,pos,performance
257,18,11,"All told , the BMW A8 weighs in at less than £3300 nearly £200 lighter than the Audi R8 .",weight,less,pos,performance
258,18,11,"All told , the BMW A8 weighs in at less than £3300 nearly £200 lighter than the Audi R8 .",weight,lighter,pos,performance
259,18,12,"Over 80% of BMW dealerships in the U . S will sell and service the eye A8 . As for pricing BMW , I A8 opens it writer on $137,000 not including up to $5000 in state and federal tax rebates .",-,-,-,unknown
260,18,13,"Standard features include a Harman Kardon premium sound system , 20 inch wheels led headlights , navigation with real time traffic overlays , rain sensing windshield wipers , adaptive cruise control and a head up display .",sound system,premium,pos,user-experience
261,18,13,"Standard features include a Harman Kardon premium sound system , 20 inch wheels led headlights , navigation with real time traffic overlays , rain sensing windshield wipers , adaptive cruise control and a head up display .",headlights,led,neu,exterior-features
262,18,13,"Standard features include a Harman Kardon premium sound system , 20 inch wheels led headlights , navigation with real time traffic overlays , rain sensing windshield wipers , adaptive cruise control and a head up display .",navigation,real time traffic overlays,pos,user-experience
263,18,13,"Standard features include a Harman Kardon premium sound system , 20 inch wheels led headlights , navigation with real time traffic overlays , rain sensing windshield wipers , adaptive cruise control and a head up display .",windshield wipers,rain sensing,pos,exterior-features
264,18,13,"Standard features include a Harman Kardon premium sound system , 20 inch wheels led headlights , navigation with real time traffic overlays , rain sensing windshield wipers , adaptive cruise control and a head up display .",cruise control,adaptive,pos,safety
265,18,14,"Most options . Air of the cosmetic variety consist of blue seat belt straps , perforated leather and exclusive into your colors like spice grey dot Burgio brown and ivory . White .",options,Air of the cosmetic variety,pos,quality-aesthetic
